number,value,datetime_start,datetime_complete,duration,params_background_amplitude_fraction,params_background_center,params_background_offset,params_background_width,params_peak_1_amplitude_fraction,params_peak_1_center,params_peak_1_sigma,params_peak_2_amplitude_fraction,params_peak_2_center,params_peak_2_sigma,system_attrs_fixed_params,state
352,0.39593005868605585,2026-07-17 16:29:08.817438,2026-07-17 16:29:08.828897,0 days 00:00:00.011459,-0.24021469345045787,781.2365212750447,319.79270305772735,1.9801523238322414,1.2924401379390635,777.2445673579625,0.16110568124826513,0.4186376602438827,780.9314576552439,1.9942408627596355,,COMPLETE
353,0.33999581546914165,2026-07-17 16:29:08.828897,2026-07-17 16:29:08.838897,0 days 00:00:00.010000,0.004952042721725364,780.3321458799737,362.52441231891237,0.576361408770513,0.7739780578822755,780.2533450787604,0.11847966176627628,0.4981764195255396,779.0379396481749,2.160743408071837,,COMPLETE
354,0.35264019433493726,2026-07-17 16:29:08.838897,2026-07-17 16:29:08.849177,0 days 00:00:00.010280,-0.409297543288557,780.1925245623912,-67.69889987405068,0.4745902586703687,0.7777490007465363,780.9225407251242,0.2417526298713889,0.8844921266289535,781.0474665114289,1.593166095938385,,COMPLETE
355,0.3011078759420026,2026-07-17 16:29:08.849177,2026-07-17 16:29:08.862531,0 days 00:00:00.013354,-0.02616850169155338,777.5333699716333,216.755083109351,6.785828445228378,0.16151425985445966,781.195039349611,2.0062810839279184,0.6335569734830483,780.0245271349137,1.7973595824029616,,COMPLETE
356,0.3907672885394382,2026-07-17 16:29:08.862531,2026-07-17 16:29:08.877914,0 days 00:00:00.015383,-0.5980351829459281,781.9832211329357,412.7278999955835,0.9599960596973,1.3345679406107551,780.0505951109136,0.7371077973607141,0.35591978196266205,777.9966751784735,1.2491713274982674,,COMPLETE
357,0.3344818758346917,2026-07-17 16:29:08.877914,2026-07-17 16:29:08.893923,0 days 00:00:00.016009,-0.9825498121246314,779.0993891911521,476.98856752448984,3.010346766633809,0.11858876812212785,782.0475063564024,2.854227476059951,1.0711541531301834,779.8055456292367,2.5008775765352973,,COMPLETE
358,0.3818032420580624,2026-07-17 16:29:08.893923,2026-07-17 16:29:08.909444,0 days 00:00:00.015521,0.2835646734042956,777.7306079887468,-242.29073334271365,0.963376095644868,0.5836865029501882,779.9704226201483,2.1787134083025554,0.41821666531950186,780.438698243324,2.3865304349514522,,COMPLETE
359,0.4630523197086055,2026-07-17 16:29:08.909444,2026-07-17 16:29:08.921443,0 days 00:00:00.011999,-1.3797063069104754,782.4326201461595,582.6612430909955,5.49068042012723,1.103249337673929,781.3186016416356,2.4572455737486134,0.1145220284902502,783.580156793252,2.9609265944863967,,COMPLETE
360,0.6076460174532068,2026-07-17 16:29:08.921443,2026-07-17 16:29:08.937360,0 days 00:00:00.015917,-0.8263296218207822,783.815643580328,299.0258126784161,0.37627939016106826,0.9441387886878289,781.7021217288841,2.784017204123467,0.0894749313311583,783.9898069763329,0.5892217502050434,,COMPLETE
361,0.7147219683921706,2026-07-17 16:29:08.937360,2026-07-17 16:29:08.953797,0 days 00:00:00.016437,-0.3691606342295881,778.4816250322195,29.541118954487487,3.6706408485659994,0.6320731696351638,780.8455297847215,2.841038393633117,1.0577705840797742,779.6740161005392,2.910679343892711,,COMPLETE
362,0.5265250208925214,2026-07-17 16:29:08.953797,2026-07-17 16:29:08.969813,0 days 00:00:00.016016,-0.1712017376305564,779.6301815288222,436.09879903635755,3.6299806096088227,0.17767348772009128,780.6970076539275,2.1562330006244235,0.6348548211057656,781.2686819078734,2.5407886144934495,,COMPLETE
363,0.38828844305078347,2026-07-17 16:29:08.969813,2026-07-17 16:29:08.985021,0 days 00:00:00.015208,-0.19737785774339317,780.2851042919116,-122.20826351390207,0.730001608569146,0.8990189900508107,778.1231764670873,0.49858106750361675,0.5336008418845305,781.6766995231261,1.6555625158339544,,COMPLETE
364,0.32403652929786253,2026-07-17 16:29:08.985021,2026-07-17 16:29:09.000626,0 days 00:00:00.015605,-0.6240312782726214,782.4592293706385,173.51725508079286,1.3954109343121255,1.3859963311964703,780.3707515553896,0.9512421262327524,0.47854119594439976,783.6062253196401,0.3155279684324647,,COMPLETE
365,0.5574466891209315,2026-07-17 16:29:09.000626,2026-07-17 16:29:09.018000,0 days 00:00:00.017374,0.08206537232108047,778.8924623574874,176.5799913877725,6.847092820300852,0.47963203857555037,779.9367435111941,2.49184302418017,0.668616554292993,777.717020952626,2.1003560995559036,,COMPLETE
366,0.42494621517088704,2026-07-17 16:29:09.018000,2026-07-17 16:29:09.031674,0 days 00:00:00.013674,-0.9481105422132695,780.0456214756746,1026.5194270058482,4.604008112821015,1.4477547123628975,779.8671630962165,0.8016951459888743,0.09050552700131465,782.8439873185747,0.8873743291911402,,COMPLETE
367,0.5182135900807124,2026-07-17 16:29:09.031674,2026-07-17 16:29:09.046179,0 days 00:00:00.014505,-0.1719925832885046,778.5159399208356,269.7423046472545,1.5700852766795843,1.043253683531274,778.0934781955161,1.5108728569363366,0.6548128166022891,781.1976933161611,1.2864024928926239,,COMPLETE
368,0.3002486128544214,2026-07-17 16:29:09.046179,2026-07-17 16:29:09.061932,0 days 00:00:00.015753,-0.23272147672440593,781.8880067108659,437.176872706884,1.0952620428127025,0.97932342414822,779.8191542339889,0.32591708598699337,0.40612295617129357,781.0848385767486,1.2453862063093333,,COMPLETE
369,0.35696296313212345,2026-07-17 16:29:09.061932,2026-07-17 16:29:09.074297,0 days 00:00:00.012365,-0.29102515586216626,780.1076783113501,-71.95133869280073,1.3057110317577627,1.0788121801295532,779.9533146580486,0.29752569654336913,0.32147467915500877,779.3511144920276,2.2570610087857443,,COMPLETE
370,0.3227273348626198,2026-07-17 16:29:09.074297,2026-07-17 16:29:09.091326,0 days 00:00:00.017029,0.11484885182337057,783.3281779065996,188.61328472905925,1.0235046570080177,1.0727542742946783,780.2974350036262,1.1507246958538049,0.1418197493784723,781.3780614162625,0.1819816545079263,,COMPLETE
371,0.3995196518453205,2026-07-17 16:29:09.091326,2026-07-17 16:29:09.105104,0 days 00:00:00.013778,0.35235438326617435,781.4783108161279,365.06308749880054,0.4873127574655176,1.004271485217649,779.0179246188103,0.38014969413416355,0.2800687198784703,778.3537456113627,1.402437677431031,,COMPLETE
372,0.34103138916318426,2026-07-17 16:29:09.105104,2026-07-17 16:29:09.121118,0 days 00:00:00.016014,-0.6778053202396097,776.6053181620987,71.41896864050373,4.264757143714231,0.05443662810217076,782.8067086071326,2.631112999030737,0.6571136329514561,779.9120896858634,2.9148987399890744,,COMPLETE
373,0.3078762805482167,2026-07-17 16:29:09.121118,2026-07-17 16:29:09.136370,0 days 00:00:00.015252,-1.3517334543925608,778.3608467907698,1061.5055294361719,7.235322060843792,0.9053665931220006,779.7687950775705,1.7706529746365085,0.24792404098828089,781.9474520126462,0.56158514918357,,COMPLETE
374,0.42889685987685794,2026-07-17 16:29:09.136370,2026-07-17 16:29:09.152401,0 days 00:00:00.016031,-1.0764241824003804,780.0129708100511,517.272859341719,6.789315605902436,0.8069977265702071,781.0599510477224,0.9963675278368059,0.00197814372903906,781.8331131811912,2.697261183752586,,COMPLETE
375,0.32840688858162775,2026-07-17 16:29:09.152401,2026-07-17 16:29:09.167415,0 days 00:00:00.015014,0.21320019687674358,776.4456491120651,69.89061545544854,0.21082197956855928,0.279623835117543,779.8632335421872,2.3033127437338976,0.3762736623636343,779.2022702311353,1.8565909828400842,,COMPLETE
376,0.7479451564263621,2026-07-17 16:29:09.167415,2026-07-17 16:29:09.182966,0 days 00:00:00.015551,0.7805870421114045,779.2891420613981,-212.83875211543779,0.8074639272502614,1.3757426465065046,777.1285675634384,1.9892230896958214,0.7874217897869962,781.7280319727093,0.40370684621571723,,COMPLETE
377,0.6306220175049218,2026-07-17 16:29:09.182966,2026-07-17 16:29:09.198977,0 days 00:00:00.016011,-0.6364220024283049,783.4103096854948,679.3478411483582,1.159877221865633,1.4436434911268925,779.7816496509772,0.9795358774557946,0.1211450249352761,783.6483823738631,2.936278209303895,,COMPLETE
378,0.45765938189765926,2026-07-17 16:29:09.198977,2026-07-17 16:29:09.214508,0 days 00:00:00.015531,-0.7722547460666112,783.0288562928408,-119.55827086184684,1.192655017556456,1.2977318197767738,778.5624956286109,1.1863253357326524,0.0005448586636458627,782.6126067615381,2.63835483137348,,COMPLETE
379,0.3383072247387415,2026-07-17 16:29:09.214508,2026-07-17 16:29:09.230024,0 days 00:00:00.015516,-1.1904017042096395,779.0710609343002,794.2753692090189,4.237124316152841,0.769281330293305,780.577387039726,0.8105243802812974,0.022761402274499853,783.6917432511839,1.4313248961926741,,COMPLETE
380,0.7711968422684125,2026-07-17 16:29:09.230024,2026-07-17 16:29:09.246023,0 days 00:00:00.015999,-1.104918486342755,777.3441439249976,1097.4976069665702,0.2446146105037383,0.44479026708606606,776.2038531251782,0.342876508271162,0.12483624936873938,776.372871768961,1.5886494375141818,,COMPLETE
381,0.8560297554648221,2026-07-17 16:29:09.246023,2026-07-17 16:29:09.261023,0 days 00:00:00.015000,0.7390681697416883,780.6362257595656,232.4579833424144,0.6305225377791023,1.1387223573573098,779.8203911407132,0.7307950090998098,0.8110863566673864,780.024407768287,1.3072489850735682,,COMPLETE
382,0.3297885844497345,2026-07-17 16:29:09.261023,2026-07-17 16:29:09.276022,0 days 00:00:00.014999,0.06916834248252883,778.5842508889974,-8.374813290059706,1.4173113424661647,1.1438670084893963,780.3679184067574,1.292203868558361,0.385567865679998,782.0209208358887,0.1114012736035081,,COMPLETE
383,0.682801118696297,2026-07-17 16:29:09.276022,2026-07-17 16:29:09.293034,0 days 00:00:00.017012,-0.812545140439465,778.2931200659868,467.6005431176257,0.5636670837217047,1.417472639353032,778.8324456765599,0.5232261069082699,1.0542756997570533,779.0111444723308,2.0956882647198416,,COMPLETE
384,0.5501659951334008,2026-07-17 16:29:09.293034,2026-07-17 16:29:09.308551,0 days 00:00:00.015517,-0.2630966605256116,782.0944914707878,-20.887535390541927,0.26460141450818275,1.3580661219935064,780.5912282069623,0.7707154246753567,0.6985713780889068,779.7911488170892,1.6710511711849838,,COMPLETE
385,0.4191806599564096,2026-07-17 16:29:09.308551,2026-07-17 16:29:09.322460,0 days 00:00:00.013909,-0.28344220745377,783.423088735736,-134.5119832874076,0.2635334479717677,0.7195045725964597,779.5881267900337,0.12371616786590478,0.44248340437406053,781.1594175732694,1.3163680574977221,,COMPLETE
386,0.3703213182092262,2026-07-17 16:29:09.323460,2026-07-17 16:29:09.338460,0 days 00:00:00.015000,-0.2743696825144921,782.7944361288635,175.30261877878812,5.197494688328723,0.7869669666345387,778.1549904095064,0.7787707179208907,0.09740410035426057,782.7967039317922,2.711712833578286,,COMPLETE
387,0.591108198915394,2026-07-17 16:29:09.339462,2026-07-17 16:29:09.355460,0 days 00:00:00.015998,0.2997620706360371,782.7306803024128,219.91453267770945,3.7658592629383647,1.4612943622758423,779.9439003573314,1.3652250684278453,0.03177524095771922,780.9460878234262,0.7774149914415671,,COMPLETE
388,0.2900019804654279,2026-07-17 16:29:09.355460,2026-07-17 16:29:09.366652,0 days 00:00:00.011192,-0.7705098013124546,777.5140031192593,263.5288979497112,1.020948660453796,0.45651241316354163,783.5309750014011,2.4234966485267173,1.0883951746253722,779.2107071227507,2.4035373021222317,,COMPLETE
389,0.2789257106679466,2026-07-17 16:29:09.366652,2026-07-17 16:29:09.378881,0 days 00:00:00.012229,-0.6564974908693587,782.934724822073,-106.03955184975226,5.18499084532513,1.0196750241942312,778.928766283412,1.8750794372978175,0.006013901338549406,783.4256347374507,2.8769249134940447,,COMPLETE
390,0.3771993957267798,2026-07-17 16:29:09.378881,2026-07-17 16:29:09.395634,0 days 00:00:00.016753,-0.4543212823010661,780.4045537829994,91.69207841955128,0.440089611688973,0.9027854848822235,779.1047333244658,0.25057235615412776,0.42492010623048454,778.9600786606834,1.630417491934303,,COMPLETE
391,0.6239103915208483,2026-07-17 16:29:09.395634,2026-07-17 16:29:09.411149,0 days 00:00:00.015515,0.038061381741292644,783.4435483463416,-26.85516122123782,5.576202633108909,1.2207949556091604,780.7127978358899,1.9868050230027132,0.85834359242526,780.0014186507113,0.5397779326182957,,COMPLETE
392,0.425470374954199,2026-07-17 16:29:09.412149,2026-07-17 16:29:09.428149,0 days 00:00:00.016000,-0.07296753688864815,778.5358906084713,301.57167140906006,0.4686511649030163,1.0655996994088295,779.1813170767365,0.39822963699333913,0.6671630398939337,782.6277309464722,1.5105836091938303,,COMPLETE
393,0.7214228018775996,2026-07-17 16:29:09.428149,2026-07-17 16:29:09.443691,0 days 00:00:00.015542,-1.4796221305028703,779.0505407315557,362.8322480757886,3.2613693345881574,0.482366476884232,780.3263901015654,1.4834036398619057,0.04508506521394788,780.8970245767049,1.6280350946358018,,COMPLETE
394,0.34477972011922225,2026-07-17 16:29:09.443691,2026-07-17 16:29:09.460008,0 days 00:00:00.016317,-1.32846936102653,779.7476727486073,885.2455562055864,6.531520610001412,0.9666937064621852,778.6927442111815,0.7952319127695733,0.6772837083914731,783.936118385897,0.5003724766811161,,COMPLETE
395,0.2794207886050802,2026-07-17 16:29:09.460008,2026-07-17 16:29:09.476622,0 days 00:00:00.016614,-0.4153239425446316,783.6074424883044,-102.73647004596519,3.111877086737503,0.8865039793099233,780.5539512977529,1.5006768941065853,0.07410738901197053,783.2194293986648,0.23938733949574342,,COMPLETE
396,0.5095806117154671,2026-07-17 16:29:09.476622,2026-07-17 16:29:09.491046,0 days 00:00:00.014424,-0.5149821311325736,782.4840224011115,358.49850566949067,6.7819336173561044,1.3597956640613296,779.4524996903182,1.1751993170968125,0.42062441949726725,781.8703818373774,2.7435745584943763,,COMPLETE
397,0.435868469947026,2026-07-17 16:29:09.491046,2026-07-17 16:29:09.504062,0 days 00:00:00.013016,-0.529853234172837,780.9994508546023,-139.35569130599583,5.165084311864997,1.4523823071244462,778.4682223335192,2.3462031208802507,0.30197439113945995,781.3559815597058,0.10216435445570912,,COMPLETE
398,0.25392791385166136,2026-07-17 16:29:09.505076,2026-07-17 16:29:09.518823,0 days 00:00:00.013747,-0.6374696461145912,782.8688285824866,332.9206147890017,6.646565873304304,0.6177766167499126,779.4515412654596,2.6595190566504323,0.07404493215074213,783.3864342236395,2.9468236441600943,,COMPLETE
399,0.5581019226508341,2026-07-17 16:29:09.518823,2026-07-17 16:29:09.530851,0 days 00:00:00.012028,-0.23433846719221058,777.2123367362658,262.6454489078234,2.777495425554709,0.5638994479671982,780.9868182960306,2.7928538470817537,0.642420606243737,780.8357344820018,2.0607412625053776,,COMPLETE
400,0.19670861447274587,2026-07-17 16:29:09.530851,2026-07-17 16:29:09.546205,0 days 00:00:00.015354,-0.7934066295244058,776.7562336999976,343.47400065547237,4.248419591037176,0.36592725181188224,779.4775437837866,1.9069000828154525,0.5623770813935942,781.2536877810365,2.767573520042587,,COMPLETE
401,0.8147131982230479,2026-07-17 16:29:09.546205,2026-07-17 16:29:09.562616,0 days 00:00:00.016411,0.5720436400104312,778.1725193983493,48.325811444435686,1.2116770416642808,0.17141748999166567,781.694805102231,2.949297223182855,0.9192033164437339,780.4422758806253,1.8746989149730409,,COMPLETE
402,0.4765635501237917,2026-07-17 16:29:09.562616,2026-07-17 16:29:09.579165,0 days 00:00:00.016549,-1.046781307423453,783.6335435901237,561.8261901498194,5.6450100365906115,0.7317216394482332,782.3229737938126,1.0879116342252297,0.1056394584129943,781.640249786425,2.9295943083407567,,COMPLETE
403,0.6755798320306311,2026-07-17 16:29:09.579165,2026-07-17 16:29:09.595906,0 days 00:00:00.016741,-0.7493566078933314,777.4952173093609,411.9486649379975,1.9702972221657729,0.7570894193306267,778.806001632344,1.8052398164377002,1.113114655343805,778.9643298374654,1.9848984289006775,,COMPLETE
404,0.5697726240746499,2026-07-17 16:29:09.595906,2026-07-17 16:29:09.608831,0 days 00:00:00.012925,-1.424812891495513,776.9127706783682,544.3122901993218,1.357023574569172,0.7084167648189912,778.9273867500876,1.649124155881684,0.5073818820381081,779.2241801310938,2.9868090897085935,,COMPLETE
405,0.6160250294838684,2026-07-17 16:29:09.608831,2026-07-17 16:29:09.622832,0 days 00:00:00.014001,-1.0868824902143255,783.0904879709811,-184.1527947993166,3.0709632648723213,1.2658408674791237,781.676554462337,1.490370523615613,0.39973593351773395,781.9573356655666,0.5154691874157282,,COMPLETE
406,0.3367412656412571,2026-07-17 16:29:09.622832,2026-07-17 16:29:09.640120,0 days 00:00:00.017288,-0.9985090087836033,776.3476140327365,339.2404440554772,2.1711142694995096,0.2820839291759171,779.7698800296833,2.178485939215119,0.6820424552714832,781.4164448856408,2.887801603925513,,COMPLETE
407,0.5894145782567871,2026-07-17 16:29:09.640120,2026-07-17 16:29:09.654849,0 days 00:00:00.014729,-0.7391759240580528,783.3431021457004,492.66909095235496,4.736202410051617,1.0840143772783357,781.8257025971099,1.4992062452017139,0.06326207593899988,783.6064021127146,2.8719219326828758,,COMPLETE
408,0.4541664710123547,2026-07-17 16:29:09.654849,2026-07-17 16:29:09.671965,0 days 00:00:00.017116,-1.2050757285905753,783.5447201072284,416.54414155425235,5.8942607219105705,0.9317367202689516,781.6550424324624,0.7559959244238881,0.1894191665453276,779.8171684341091,1.527706706378273,,COMPLETE
409,0.5871726379278255,2026-07-17 16:29:09.671965,2026-07-17 16:29:09.687971,0 days 00:00:00.016006,0.4108361658262866,780.5080084102353,34.994979604708746,0.8705861763496977,1.0924196218781572,782.0503514929682,0.47686223602562444,0.17689538123392812,779.3842972016348,1.4542704749433537,,COMPLETE
410,0.4136352027601243,2026-07-17 16:29:09.688971,2026-07-17 16:29:09.704492,0 days 00:00:00.015521,-0.4393632689867183,777.4590590352395,-20.01813493799483,0.9201950394524966,0.13664588605169928,778.8855086808883,2.193665123917584,0.8578391389612549,778.2799637235053,2.3145239665796655,,COMPLETE
411,0.23465804279178673,2026-07-17 16:29:09.704492,2026-07-17 16:29:09.715847,0 days 00:00:00.011355,-1.1819659709440469,776.53604483361,799.5130945035053,5.165545927834979,0.38811178502736116,780.3303909078396,2.005488707318233,0.2734000582112686,780.8294925485433,2.528114569770077,,COMPLETE
412,0.2356407427577346,2026-07-17 16:29:09.715847,2026-07-17 16:29:09.730023,0 days 00:00:00.014176,-1.380710611796809,777.9878141717058,1099.2867311571579,7.870953885869452,0.45851026878578516,779.2167196604304,1.9417846393849822,0.11579909955973797,780.8339719824947,2.960839346003305,,COMPLETE
413,0.40057567095774654,2026-07-17 16:29:09.730023,2026-07-17 16:29:09.744023,0 days 00:00:00.014000,-0.7786156583773918,777.8095809675664,-43.77687758329955,6.5544883630907975,0.35815938438282774,777.574835704315,2.608679616273223,0.8163688672729578,778.488040432468,2.438993261795462,,COMPLETE
414,0.9886556855125569,2026-07-17 16:29:09.744023,2026-07-17 16:29:09.757022,0 days 00:00:00.012999,-0.33141989661435595,777.4393630528074,1037.6497269285055,5.3507525097386655,0.3590224677356104,777.9009746249573,1.286688383416339,0.8512245414344775,782.1811894802726,2.753893675902853,,COMPLETE
415,0.5743801790365072,2026-07-17 16:29:09.757022,2026-07-17 16:29:09.774025,0 days 00:00:00.017003,-1.4509699831372087,777.0730717392249,591.8787776287311,3.291410841736402,0.5797912922668363,779.2513190872137,1.7783424559526837,0.16552258379775303,783.1669556265716,2.3770862940062987,,COMPLETE
416,0.4293112196766193,2026-07-17 16:29:09.774025,2026-07-17 16:29:09.789908,0 days 00:00:00.015883,-1.364802704477455,781.7954458649835,-91.07785126959746,0.6151179268215513,0.9612882157370611,780.9666068695211,1.4190103750484084,0.45197568568137547,783.341800687237,0.7620826770643467,,COMPLETE
417,0.46428468672744155,2026-07-17 16:29:09.789908,2026-07-17 16:29:09.804400,0 days 00:00:00.014492,-0.5632319532814997,777.1319946409059,1017.5102950266445,4.945551244875912,0.46668669066265084,778.8213430139443,1.3534322741057743,0.1851977428408108,778.1694185271485,2.4782116798092413,,COMPLETE
418,1.146467801819163,2026-07-17 16:29:09.804400,2026-07-17 16:29:09.819489,0 days 00:00:00.015089,0.7390249840173234,776.5439212753397,248.26727416991906,0.6993836013369806,0.38456017895200645,777.5802695732763,2.7644029531669045,0.5870235082086891,779.7230900834519,2.500699208065819,,COMPLETE
419,0.41817326495819945,2026-07-17 16:29:09.819489,2026-07-17 16:29:09.836212,0 days 00:00:00.016723,-1.2042352659420603,777.3190363973969,970.1228027614402,2.3347248481318763,0.3705005757922147,783.318098389337,2.2361438609751594,0.28839363549937397,782.6168755677141,2.816961026554491,,COMPLETE
420,0.44120553683636055,2026-07-17 16:29:09.836212,2026-07-17 16:29:09.853624,0 days 00:00:00.017412,-0.2978112617850186,776.6010388739965,498.7757486935667,3.494443628809056,0.6642882935870542,780.911065201923,1.645785223990675,0.33960468485932016,779.847485606261,2.1432194245477207,,COMPLETE
421,0.553669309529247,2026-07-17 16:29:09.853624,2026-07-17 16:29:09.868943,0 days 00:00:00.015319,-0.8693358218231515,779.1695542980741,92.18979501619543,0.7540852065416767,0.5300846402192242,779.4833496003424,2.8765557946583993,0.3007367155993266,783.4548334076962,0.8013697794411715,,COMPLETE
422,0.33002192653518564,2026-07-17 16:29:09.868943,2026-07-17 16:29:09.891866,0 days 00:00:00.022923,-1.0931113976513094,776.9140993949475,1129.7247971235045,6.007513550655932,0.11526394506334303,781.3833146340905,1.772719493408865,0.24385369268151638,781.9018778537179,1.933638677277,,COMPLETE
423,0.44663091275367117,2026-07-17 16:29:09.891866,2026-07-17 16:29:09.909528,0 days 00:00:00.017662,-0.7899830767105307,783.3915657458716,123.95720117239495,7.036605945587865,1.3264884451967598,779.0309542915049,0.50155065427321,0.26713397417579654,783.3438861366461,0.14694004031070035,,COMPLETE
424,0.703552522327781,2026-07-17 16:29:09.909528,2026-07-17 16:29:09.928813,0 days 00:00:00.019285,-0.6313366186174594,776.2918685952245,1226.8643051793467,5.34921150353548,0.27594743902984137,780.0089976265995,2.192472965631346,0.4389986701220553,779.4918356595177,2.5577664261237794,,COMPLETE
425,0.7052533632282404,2026-07-17 16:29:09.928813,2026-07-17 16:29:09.947835,0 days 00:00:00.019022,-0.959393852974755,778.1564532445524,-272.9021943753563,2.135454307184739,0.4409511111393771,783.2334645567305,2.913619535053597,1.0800067709979466,782.1965090802657,1.9810204230499069,,COMPLETE
426,0.6873737131404293,2026-07-17 16:29:09.947835,2026-07-17 16:29:09.960594,0 days 00:00:00.012759,0.6922578437574478,780.2565298560393,412.4043478121121,0.22468184165858204,1.4604862279373285,779.5709014241273,0.1950583444921818,0.17048248506429906,780.9981996409921,1.7990156675233462,,COMPLETE
427,0.2603703074353477,2026-07-17 16:29:09.960594,2026-07-17 16:29:09.981176,0 days 00:00:00.020582,-0.26266675586553045,778.3138832260308,-161.57655457492893,3.0475482642801768,0.004128495964823065,783.508233189036,2.3395552594759237,0.9154292700288846,779.3466065041268,1.531347359787641,,COMPLETE
428,0.18054114554232978,2026-07-17 16:29:09.981176,2026-07-17 16:29:09.999456,0 days 00:00:00.018280,-1.4013813317729658,777.9079768497246,477.9302722710693,5.512207954241771,0.42338644744190546,778.5010181371583,1.2934665797625056,0.8440676124733022,780.6073103557969,2.7055122951306965,,COMPLETE
429,0.7982504785272664,2026-07-17 16:29:09.999456,2026-07-17 16:29:10.017797,0 days 00:00:00.018341,-1.3084446952758664,776.8571542190081,266.5357115932122,5.667731369385699,0.17201136402388634,777.6768906174478,1.6631966357151367,0.24123196845858874,780.6391820241836,2.6741572950618977,,COMPLETE
430,0.40375610642865806,2026-07-17 16:29:10.017797,2026-07-17 16:29:10.028591,0 days 00:00:00.010794,-1.2243380742717807,776.7360954075242,673.0438096464541,7.011699807526332,0.7950565897110237,779.3854228902951,1.441489394130788,0.8779103355374268,781.4497719069483,2.7513300205049367,,COMPLETE
431,0.21129114846636524,2026-07-17 16:29:10.028591,2026-07-17 16:29:10.045700,0 days 00:00:00.017109,-0.9201883675960827,779.4791836436677,174.67601850361268,3.985006641815177,0.16488170471038444,779.9386698260338,0.5584605837158826,1.0136412590242425,780.8703574508596,2.977502452381923,,COMPLETE
432,0.33220992823739354,2026-07-17 16:29:10.045700,2026-07-17 16:29:10.063429,0 days 00:00:00.017729,-1.1836453835698166,778.5058508333698,540.798035677384,4.1577761340386985,0.5667604279593859,777.2822681726157,1.2100332866952814,1.0007923401426733,781.3552391664832,2.113184254221051,,COMPLETE
433,0.3864567331232933,2026-07-17 16:29:10.063429,2026-07-17 16:29:10.078867,0 days 00:00:00.015438,-1.3593993962614523,779.030335068199,612.2284072029984,4.280670738070768,0.47265009395122515,779.0500625746989,1.4869079535916672,0.8589912959432212,779.2001066685806,2.977527066854401,,COMPLETE
434,0.2087773170066872,2026-07-17 16:29:10.078867,2026-07-17 16:29:10.097208,0 days 00:00:00.018341,0.4760869731801331,781.2305932632479,-239.43367177316554,0.28958045807360044,1.2262192921471198,779.5580331314734,0.9203018894181999,0.33134461583302444,778.794435817316,2.1381972969376952,,COMPLETE
435,0.3723815517244982,2026-07-17 16:29:10.097208,2026-07-17 16:29:10.115645,0 days 00:00:00.018437,-0.6972933366008099,780.1595229358733,174.15820560458147,5.427259157234291,0.24292539648052586,778.8637946700338,0.7789870922795943,1.1004322779756748,781.2664166574742,2.947331581685238,,COMPLETE
436,0.5659661192618652,2026-07-17 16:29:10.115645,2026-07-17 16:29:10.132811,0 days 00:00:00.017166,-1.2468277544233293,777.0799695116667,-218.85223087773613,3.326606950760027,0.7397135861323975,780.918736756652,1.0461415255605881,1.0545633502012448,780.506710081388,2.4233144619891265,,COMPLETE
437,0.36381844041174544,2026-07-17 16:29:10.132811,2026-07-17 16:29:10.150179,0 days 00:00:00.017368,0.12513334313543684,780.2480963062468,15.083534507702865,0.3415288708053966,1.2290898629529776,780.4627995861165,0.5909234552615019,0.4726593838281593,776.7988996015351,2.028747823494327,,COMPLETE
438,0.37422129577685614,2026-07-17 16:29:10.150179,2026-07-17 16:29:10.169042,0 days 00:00:00.018863,-0.23988207550995208,778.0611255040183,232.88116168049834,1.103229142144689,0.9008362253497054,779.4800745084372,2.214685539300135,0.2005283783641442,779.131947191352,1.9634028578491958,,COMPLETE
439,0.6465952564389414,2026-07-17 16:29:10.169042,2026-07-17 16:29:10.187481,0 days 00:00:00.018439,0.48115815952660773,780.2617218604485,-20.16543873783172,0.1788339682250913,1.400966777112389,779.3000104306759,1.6561303852793086,0.1433632540774503,778.3107843393321,2.0777861874640906,,COMPLETE
440,0.31012388355511417,2026-07-17 16:29:10.187481,2026-07-17 16:29:10.206624,0 days 00:00:00.019143,-1.190731142872054,780.6861264221099,409.0423562201174,7.134566167228355,0.37726233559480105,783.1965199029113,0.46289275032680033,1.0068394863005063,780.2694183503451,2.910110356096865,,COMPLETE
441,0.7644552818282001,2026-07-17 16:29:10.206624,2026-07-17 16:29:10.222502,0 days 00:00:00.015878,-1.3382597404050833,780.5125678680794,390.66074934293715,0.42956181849438957,1.0233316466119515,777.3650385462511,0.4132166802904573,0.26852986417833535,781.1385989684335,2.2408865902917245,,COMPLETE
442,0.4255603838711489,2026-07-17 16:29:10.222502,2026-07-17 16:29:10.239873,0 days 00:00:00.017371,0.1753440670188362,781.5533173579004,-142.63503108621123,0.3044978034829235,0.8481793789111518,781.3807859385915,0.5394290676109528,0.44617653188683015,779.9154776029848,2.120269685648841,,COMPLETE
443,0.6078686209535836,2026-07-17 16:29:10.239873,2026-07-17 16:29:10.257335,0 days 00:00:00.017462,-0.27264460686533953,776.7337976962929,412.32506825457097,5.151859223110221,0.3587011863578572,781.9729063064078,0.6553743908271962,0.9821021659629617,779.6348061661027,2.6427494072579267,,COMPLETE
