number,value,datetime_start,datetime_complete,duration,params_background_amplitude_fraction,params_background_center,params_background_offset,params_background_width,params_peak_1_amplitude_fraction,params_peak_1_center,params_peak_1_sigma,params_peak_2_amplitude_fraction,params_peak_2_center,params_peak_2_sigma,system_attrs_fixed_params,state
10,2.076529645072484,2026-07-17 16:29:06.158103,2026-07-17 16:29:06.159101,0 days 00:00:00.000998,1.317334061196556,776.4161808945498,942.5554757852674,4.58879216565127,0.4148446086767013,779.8535395454516,2.410606775102517,1.075863348412845,777.2574658183394,2.010369950967022,,COMPLETE
11,0.48163094236480875,2026-07-17 16:29:06.159101,2026-07-17 16:29:06.160101,0 days 00:00:00.001000,-0.42878811494136304,782.5163534462932,-199.7412699699783,0.6480735222312544,0.8997816563151695,781.8474741368624,2.4815600640890225,1.1407726799704245,776.1514318747041,1.3187448176503518,,COMPLETE
12,0.6508578922222963,2026-07-17 16:29:06.160101,2026-07-17 16:29:06.161607,0 days 00:00:00.001506,-1.333501490661832,780.3723928435522,415.57051888062875,1.4233845359977146,1.242679792494188,783.5352932187125,0.47162877660792535,0.3456460116153292,781.3023513368574,0.4841745675685708,,COMPLETE
13,0.8172893439390274,2026-07-17 16:29:06.161607,2026-07-17 16:29:06.162617,0 days 00:00:00.001010,0.2245877627674473,777.4342374161731,42.123279137081795,3.0505709256591227,1.2854634391676403,776.3610262155726,1.6446699343366535,1.1954270361653465,783.7986034811412,0.8953499202638215,,COMPLETE
14,0.6539342570259421,2026-07-17 16:29:06.162617,2026-07-17 16:29:06.163618,0 days 00:00:00.001001,1.130102790544906,783.2775414637107,-43.76072842221731,0.23705207569310985,0.6622946140539596,781.7769339193694,2.551500960415523,0.2524129580508665,781.3482548069476,2.4427228319586014,,COMPLETE
15,0.9986485455039896,2026-07-17 16:29:06.163618,2026-07-17 16:29:06.164618,0 days 00:00:00.001000,-1.0058500236629615,776.3756775581599,550.8194353207693,0.34217336429964146,1.2118062696803273,776.4486534606766,0.12382786461400491,0.5424249715680859,776.5976160570186,0.5335102796402682,,COMPLETE
16,0.6649176212705303,2026-07-17 16:29:06.164618,2026-07-17 16:29:06.166617,0 days 00:00:00.001999,0.07415951030589563,781.5988976272964,-271.69722032216043,0.6462317295443843,0.20185568796703146,778.712721966603,1.812002977488372,1.4109920900945823,783.9362059814639,0.8006484582961644,,COMPLETE
17,0.8596612050112665,2026-07-17 16:29:06.167618,2026-07-17 16:29:06.168618,0 days 00:00:00.001000,0.991920977981414,783.4152422083835,-291.39683365785214,0.7417514216562672,1.1571635168455234,782.9379723692667,1.8678829151702219,1.3089407747162807,776.2838339065245,0.8876261387527351,,COMPLETE
18,0.8051576931424484,2026-07-17 16:29:06.168618,2026-07-17 16:29:06.169617,0 days 00:00:00.000999,-1.1381027150815255,783.2896362888771,125.13817210263932,0.11422531833417056,1.008841544283169,776.658583529332,1.1462634319771414,0.6271493140163489,777.5280938835532,1.6109408995183114,,COMPLETE
19,0.2544435013374652,2026-07-17 16:29:06.170617,2026-07-17 16:29:06.171617,0 days 00:00:00.001000,-0.5488683541914116,781.9179956704631,527.8206890275037,0.20137448116405407,0.28876232843978306,778.8956370425603,1.197290786951116,0.3094287847509815,783.3528027206239,2.5014713516861478,,COMPLETE
20,0.3297495747117831,2026-07-17 16:29:06.171617,2026-07-17 16:29:06.172617,0 days 00:00:00.001000,-0.39154225301884793,777.9331016554926,-140.96534377032967,0.7177595460972028,0.41447577931619006,780.0592744398356,2.775549143926075,0.5737667083947506,781.2310137961662,1.827301227759085,,COMPLETE
21,0.5975729095619265,2026-07-17 16:29:06.172617,2026-07-17 16:29:06.173618,0 days 00:00:00.001001,-1.315004009490394,781.9791070220863,866.7506867701604,6.247105427256117,0.9053393275432298,778.3668815427473,2.0498707334449304,1.0680731801720922,781.280957263655,0.5260979155112763,,COMPLETE
22,1.7975173888466367,2026-07-17 16:29:06.173618,2026-07-17 16:29:06.174619,0 days 00:00:00.001001,1.3661503554626369,779.4495417090856,1212.8044773522518,1.338142236196217,0.0594428608003415,783.9052112430393,2.4743604786075664,0.9547535136445009,782.1075694793514,0.6452867928894999,,COMPLETE
23,0.4286350457386221,2026-07-17 16:29:06.174619,2026-07-17 16:29:06.175618,0 days 00:00:00.000999,-0.7608190671428374,780.8037880489887,172.68265679396302,0.14941738701936552,1.343414977822413,779.7469799428328,1.3899558583676983,0.15706695535986565,781.505741892775,2.4689925835930997,,COMPLETE
24,0.914937443863715,2026-07-17 16:29:06.175618,2026-07-17 16:29:06.176619,0 days 00:00:00.001001,-0.7739321776076015,782.2998237005255,675.5364705029738,0.18899279135117306,1.2409144934693956,780.6825724278339,0.9391811535774649,0.7698650997656085,781.0629260842107,0.8499095459186727,,COMPLETE
25,0.9596365364165202,2026-07-17 16:29:06.176619,2026-07-17 16:29:06.177617,0 days 00:00:00.000998,-0.23623887420217993,783.1444659123164,1015.0828807906871,3.849530594329412,0.14902127123944592,781.2004074646454,1.0004342428376531,1.1310797954747622,780.3817900938371,1.4270367364899794,,COMPLETE
26,0.5649300000638636,2026-07-17 16:29:06.177617,2026-07-17 16:29:06.178619,0 days 00:00:00.001002,-1.3282393205994971,780.4978092443571,1090.7857170541838,0.4190375921402388,0.052910004470194116,782.047796297753,1.7290479025997418,1.3412180054343232,780.8212636978175,1.077399410347777,,COMPLETE
27,0.444426364977756,2026-07-17 16:29:06.178619,2026-07-17 16:29:06.179628,0 days 00:00:00.001009,-1.1528578481720837,776.5105537663725,1231.1506719989504,2.4560838140178918,0.5563123489342263,778.9505741211655,2.6419432538197594,0.4909404697730799,783.1180099153845,1.9675651397717047,,COMPLETE
28,1000.0077149737849,2026-07-17 16:29:06.179628,2026-07-17 16:29:06.180628,0 days 00:00:00.001000,-1.3214020367625992,778.0313638858604,206.1050916830181,6.881563571082429,0.6079014603509325,777.3592643454181,0.9642384226824751,1.3493636682919872,777.3983160525172,2.355794193045116,,COMPLETE
29,1.2705618855515393,2026-07-17 16:29:06.180628,2026-07-17 16:29:06.181627,0 days 00:00:00.000999,1.3841811403137707,780.2836225501234,-97.24366319845336,0.12075925896291877,1.3964320166102995,778.9249818012271,2.2211217088103092,0.7855620221996226,776.8263962448452,0.40757173225961996,,COMPLETE
30,1.1556020347798812,2026-07-17 16:29:06.181627,2026-07-17 16:29:06.184632,0 days 00:00:00.003005,-1.016399972349459,776.5117707656837,-74.81048380394077,0.12280426654704199,1.4226424440880778,776.816205140918,1.5742198600763297,0.17794473056036425,777.7918240245489,2.312909011065143,,COMPLETE
31,1.3329752380495814,2026-07-17 16:29:06.184632,2026-07-17 16:29:06.185630,0 days 00:00:00.000998,-0.09086191583034808,776.1395714359601,1157.5964205841733,7.872718856343035,0.07165981902890373,779.1716384418413,1.6632644319767442,1.337600156331329,782.5975856821183,1.8672212590294102,,COMPLETE
32,1.0901945885749635,2026-07-17 16:29:06.185630,2026-07-17 16:29:06.186630,0 days 00:00:00.001000,1.0034361574868003,782.9605612518149,314.7579162384099,4.51388378210596,1.076454653120023,776.8675200174256,0.965880341589757,0.7288830839812095,780.0849216008907,2.5153328969387903,,COMPLETE
33,0.4175635037583714,2026-07-17 16:29:06.186630,2026-07-17 16:29:06.188634,0 days 00:00:00.002004,0.4937722666465736,779.0511791899467,63.61575041660211,2.961943035306571,0.2936614939836813,779.8603556178049,0.4003198830538798,0.31798526119946674,783.4828800221197,1.0165366204727024,,COMPLETE
34,1.0099547276817773,2026-07-17 16:29:06.188634,2026-07-17 16:29:06.189633,0 days 00:00:00.000999,0.07290926245686391,776.4033618966544,1087.0524871458372,3.1973009984428424,0.07793534269873437,782.6278538740755,0.12551742103081057,1.0111669910200116,777.4041400054944,1.0943381905656324,,COMPLETE
