frame_index,frame_label,previous_frame_label,coordination_event_count,formed_count,broken_count,pair
93,set_000__step_00004700,set_000__step_00004650,24,6,18,O-Zn
94,set_000__step_00004750,set_000__step_00004700,27,16,11,O-Zn
95,set_000__step_00004800,set_000__step_00004750,33,16,17,O-Zn
96,set_000__step_00004850,set_000__step_00004800,23,15,8,O-Zn
97,set_000__step_00004900,set_000__step_00004850,16,6,10,O-Zn
98,set_000__step_00004950,set_000__step_00004900,19,11,8,O-Zn
99,set_000__step_00005000,set_000__step_00004950,19,10,9,O-Zn
100,set_000__step_00005050,set_000__step_00005000,29,6,23,O-Zn
101,set_000__step_00005100,set_000__step_00005050,34,24,10,O-Zn
102,set_000__step_00005150,set_000__step_00005100,36,14,22,O-Zn
103,set_000__step_00005200,set_000__step_00005150,39,21,18,O-Zn
104,set_000__step_00005250,set_000__step_00005200,38,14,24,O-Zn
105,set_000__step_00005300,set_000__step_00005250,35,21,14,O-Zn
106,set_000__step_00005350,set_000__step_00005300,33,15,18,O-Zn
107,set_000__step_00005400,set_000__step_00005350,30,14,16,O-Zn
108,set_000__step_00005450,set_000__step_00005400,32,15,17,O-Zn
109,set_000__step_00005500,set_000__step_00005450,24,17,7,O-Zn
110,set_000__step_00005550,set_000__step_00005500,23,14,9,O-Zn
111,set_000__step_00005600,set_000__step_00005550,14,11,3,O-Zn
112,set_000__step_00005650,set_000__step_00005600,17,7,10,O-Zn
113,set_000__step_00005700,set_000__step_00005650,14,6,8,O-Zn
114,set_000__step_00005750,set_000__step_00005700,20,9,11,O-Zn
115,set_000__step_00005800,set_000__step_00005750,21,11,10,O-Zn
116,set_000__step_00005850,set_000__step_00005800,19,4,15,O-Zn
117,set_000__step_00005900,set_000__step_00005850,37,17,20,O-Zn
118,set_000__step_00005950,set_000__step_00005900,35,19,16,O-Zn
119,set_000__step_00006000,set_000__step_00005950,33,13,20,O-Zn
120,set_000__step_00006050,set_000__step_00006000,51,19,32,O-Zn
121,set_000__step_00006100,set_000__step_00006050,41,22,19,O-Zn
122,set_000__step_00006150,set_000__step_00006100,36,23,13,O-Zn
123,set_000__step_00006200,set_000__step_00006150,33,23,10,O-Zn
124,set_000__step_00006250,set_000__step_00006200,16,10,6,O-Zn
125,set_000__step_00006300,set_000__step_00006250,15,10,5,O-Zn
126,set_000__step_00006350,set_000__step_00006300,9,5,4,O-Zn
127,set_000__step_00006400,set_000__step_00006350,15,6,9,O-Zn
128,set_000__step_00006450,set_000__step_00006400,11,5,6,O-Zn
129,set_000__step_00006500,set_000__step_00006450,21,11,10,O-Zn
130,set_000__step_00006550,set_000__step_00006500,21,9,12,O-Zn
131,set_000__step_00006600,set_000__step_00006550,19,9,10,O-Zn
132,set_000__step_00006650,set_000__step_00006600,14,6,8,O-Zn
133,set_000__step_00006700,set_000__step_00006650,27,12,15,O-Zn
134,set_000__step_00006750,set_000__step_00006700,33,10,23,O-Zn
135,set_000__step_00006800,set_000__step_00006750,40,17,23,O-Zn
136,set_000__step_00006850,set_000__step_00006800,41,25,16,O-Zn
137,set_000__step_00006900,set_000__step_00006850,33,19,14,O-Zn
138,set_000__step_00006950,set_000__step_00006900,31,19,12,O-Zn
139,set_000__step_00007000,set_000__step_00006950,25,15,10,O-Zn
140,set_000__step_00007050,set_000__step_00007000,15,6,9,O-Zn
141,set_000__step_00007100,set_000__step_00007050,22,10,12,O-Zn
142,set_000__step_00007150,set_000__step_00007100,29,15,14,O-Zn
143,set_000__step_00007200,set_000__step_00007150,17,11,6,O-Zn
144,set_000__step_00007250,set_000__step_00007200,22,10,12,O-Zn
145,set_000__step_00007300,set_000__step_00007250,18,8,10,O-Zn
146,set_000__step_00007350,set_000__step_00007300,14,9,5,O-Zn
147,set_000__step_00007400,set_000__step_00007350,18,7,11,O-Zn
148,set_000__step_00007450,set_000__step_00007400,37,10,27,O-Zn
149,set_000__step_00007500,set_000__step_00007450,39,25,14,O-Zn
150,set_000__step_00007550,set_000__step_00007500,34,16,18,O-Zn
151,set_000__step_00007600,set_000__step_00007550,30,17,13,O-Zn
152,set_000__step_00007650,set_000__step_00007600,35,16,19,O-Zn
153,set_000__step_00007700,set_000__step_00007650,33,17,16,O-Zn
154,set_000__step_00007750,set_000__step_00007700,30,17,13,O-Zn
155,set_000__step_00007800,set_000__step_00007750,18,7,11,O-Zn
156,set_000__step_00007850,set_000__step_00007800,27,14,13,O-Zn
157,set_000__step_00007900,set_000__step_00007850,24,14,10,O-Zn
158,set_000__step_00007950,set_000__step_00007900,19,14,5,O-Zn
159,set_000__step_00008000,set_000__step_00007950,14,7,7,O-Zn
160,set_000__step_00008050,set_000__step_00008000,13,6,7,O-Zn
161,set_000__step_00008100,set_000__step_00008050,17,7,10,O-Zn
162,set_000__step_00008150,set_000__step_00008100,10,7,3,O-Zn
163,set_000__step_00008200,set_000__step_00008150,18,6,12,O-Zn
164,set_000__step_00008250,set_000__step_00008200,26,9,17,O-Zn
165,set_000__step_00008300,set_000__step_00008250,36,19,17,O-Zn
166,set_000__step_00008350,set_000__step_00008300,22,12,10,O-Zn
167,set_000__step_00008400,set_000__step_00008350,29,14,15,O-Zn
168,set_000__step_00008450,set_000__step_00008400,28,12,16,O-Zn
169,set_000__step_00008500,set_000__step_00008450,33,13,20,O-Zn
170,set_000__step_00008550,set_000__step_00008500,33,18,15,O-Zn
171,set_000__step_00008600,set_000__step_00008550,26,17,9,O-Zn
172,set_000__step_00008650,set_000__step_00008600,24,18,6,O-Zn
173,set_000__step_00008700,set_000__step_00008650,15,5,10,O-Zn
174,set_000__step_00008750,set_000__step_00008700,21,11,10,O-Zn
175,set_000__step_00008800,set_000__step_00008750,16,9,7,O-Zn
176,set_000__step_00008850,set_000__step_00008800,22,9,13,O-Zn
177,set_000__step_00008900,set_000__step_00008850,22,9,13,O-Zn
178,set_000__step_00008950,set_000__step_00008900,30,16,14,O-Zn
179,set_000__step_00009000,set_000__step_00008950,21,11,10,O-Zn
180,set_000__step_00009050,set_000__step_00009000,19,10,9,O-Zn
181,set_000__step_00009100,set_000__step_00009050,19,7,12,O-Zn
182,set_000__step_00009150,set_000__step_00009100,27,10,17,O-Zn
183,set_000__step_00009200,set_000__step_00009150,36,15,21,O-Zn
184,set_000__step_00009250,set_000__step_00009200,38,23,15,O-Zn
185,set_000__step_00009300,set_000__step_00009250,28,17,11,O-Zn
186,set_000__step_00009350,set_000__step_00009300,27,15,12,O-Zn
187,set_000__step_00009400,set_000__step_00009350,19,12,7,O-Zn
188,set_000__step_00009450,set_000__step_00009400,16,7,9,O-Zn
189,set_000__step_00009500,set_000__step_00009450,14,8,6,O-Zn
190,set_000__step_00009550,set_000__step_00009500,19,8,11,O-Zn
191,set_000__step_00009600,set_000__step_00009550,18,5,13,O-Zn
192,set_000__step_00009650,set_000__step_00009600,21,16,5,O-Zn
193,set_000__step_00009700,set_000__step_00009650,20,9,11,O-Zn
194,set_000__step_00009750,set_000__step_00009700,19,10,9,O-Zn
195,set_000__step_00009800,set_000__step_00009750,17,7,10,O-Zn
196,set_000__step_00009850,set_000__step_00009800,24,9,15,O-Zn
197,set_000__step_00009900,set_000__step_00009850,23,12,11,O-Zn
198,set_000__step_00009950,set_000__step_00009900,20,11,9,O-Zn
199,set_000__step_00010000,set_000__step_00009950,24,9,15,O-Zn
200,set_000__step_00010050,set_000__step_00010000,29,14,15,O-Zn
201,set_000__step_00010100,set_000__step_00010050,21,15,6,O-Zn
202,set_000__step_00010150,set_000__step_00010100,18,10,8,O-Zn
203,set_000__step_00010200,set_000__step_00010150,21,11,10,O-Zn
204,set_000__step_00010250,set_000__step_00010200,14,5,9,O-Zn
205,set_000__step_00010300,set_000__step_00010250,18,12,6,O-Zn
206,set_000__step_00010350,set_000__step_00010300,12,8,4,O-Zn
207,set_000__step_00010400,set_000__step_00010350,16,4,12,O-Zn
208,set_000__step_00010450,set_000__step_00010400,23,12,11,O-Zn
209,set_000__step_00010500,set_000__step_00010450,15,9,6,O-Zn
210,set_000__step_00010550,set_000__step_00010500,17,7,10,O-Zn
211,set_000__step_00010600,set_000__step_00010550,29,9,20,O-Zn
212,set_000__step_00010650,set_000__step_00010600,27,12,15,O-Zn
213,set_000__step_00010700,set_000__step_00010650,24,17,7,O-Zn
214,set_000__step_00010750,set_000__step_00010700,24,12,12,O-Zn
215,set_000__step_00010800,set_000__step_00010750,26,11,15,O-Zn
216,set_000__step_00010850,set_000__step_00010800,23,15,8,O-Zn
217,set_000__step_00010900,set_000__step_00010850,22,9,13,O-Zn
218,set_000__step_00010950,set_000__step_00010900,27,12,15,O-Zn
219,set_000__step_00011000,set_000__step_00010950,22,10,12,O-Zn
220,set_000__step_00011050,set_000__step_00011000,20,17,3,O-Zn
221,set_000__step_00011100,set_000__step_00011050,15,4,11,O-Zn
222,set_000__step_00011150,set_000__step_00011100,17,10,7,O-Zn
223,set_000__step_00011200,set_000__step_00011150,19,13,6,O-Zn
224,set_000__step_00011250,set_000__step_00011200,17,2,15,O-Zn
225,set_000__step_00011300,set_000__step_00011250,25,16,9,O-Zn
226,set_000__step_00011350,set_000__step_00011300,21,10,11,O-Zn
227,set_000__step_00011400,set_000__step_00011350,26,9,17,O-Zn
228,set_000__step_00011450,set_000__step_00011400,28,16,12,O-Zn
229,set_000__step_00011500,set_000__step_00011450,22,11,11,O-Zn
230,set_000__step_00011550,set_000__step_00011500,23,6,17,O-Zn
231,set_000__step_00011600,set_000__step_00011550,33,21,12,O-Zn
232,set_000__step_00011650,set_000__step_00011600,25,10,15,O-Zn
233,set_000__step_00011700,set_000__step_00011650,28,15,13,O-Zn
234,set_000__step_00011750,set_000__step_00011700,22,11,11,O-Zn
235,set_000__step_00011800,set_000__step_00011750,24,17,7,O-Zn
236,set_000__step_00011850,set_000__step_00011800,16,8,8,O-Zn
237,set_000__step_00011900,set_000__step_00011850,19,9,10,O-Zn
238,set_000__step_00011950,set_000__step_00011900,16,8,8,O-Zn
239,set_000__step_00012000,set_000__step_00011950,24,11,13,O-Zn
240,set_000__step_00012050,set_000__step_00012000,24,11,13,O-Zn
241,set_000__step_00012100,set_000__step_00012050,18,10,8,O-Zn
242,set_000__step_00012150,set_000__step_00012100,20,8,12,O-Zn
243,set_000__step_00012200,set_000__step_00012150,29,13,16,O-Zn
244,set_000__step_00012250,set_000__step_00012200,28,18,10,O-Zn
245,set_000__step_00012300,set_000__step_00012250,20,8,12,O-Zn
246,set_000__step_00012350,set_000__step_00012300,27,9,18,O-Zn
247,set_000__step_00012400,set_000__step_00012350,35,17,18,O-Zn
248,set_000__step_00012450,set_000__step_00012400,28,17,11,O-Zn
249,set_000__step_00012500,set_000__step_00012450,27,19,8,O-Zn
250,set_000__step_00012550,set_000__step_00012500,12,6,6,O-Zn
251,set_000__step_00012600,set_000__step_00012550,15,5,10,O-Zn
252,set_000__step_00012650,set_000__step_00012600,18,10,8,O-Zn
253,set_000__step_00012700,set_000__step_00012650,17,10,7,O-Zn
254,set_000__step_00012750,set_000__step_00012700,20,10,10,O-Zn
255,set_000__step_00012800,set_000__step_00012750,22,11,11,O-Zn
256,set_000__step_00012850,set_000__step_00012800,24,11,13,O-Zn
257,set_000__step_00012900,set_000__step_00012850,19,10,9,O-Zn
258,set_000__step_00012950,set_000__step_00012900,23,8,15,O-Zn
259,set_000__step_00013000,set_000__step_00012950,27,12,15,O-Zn
260,set_000__step_00013050,set_000__step_00013000,34,14,20,O-Zn
261,set_000__step_00013100,set_000__step_00013050,38,20,18,O-Zn
262,set_000__step_00013150,set_000__step_00013100,36,16,20,O-Zn
263,set_000__step_00013200,set_000__step_00013150,33,16,17,O-Zn
264,set_000__step_00013250,set_000__step_00013200,31,22,9,O-Zn
265,set_000__step_00013300,set_000__step_00013250,30,14,16,O-Zn
266,set_000__step_00013350,set_000__step_00013300,28,19,9,O-Zn
267,set_000__step_00013400,set_000__step_00013350,16,6,10,O-Zn
268,set_000__step_00013450,set_000__step_00013400,23,12,11,O-Zn
269,set_000__step_00013500,set_000__step_00013450,19,10,9,O-Zn
270,set_000__step_00013550,set_000__step_00013500,22,9,13,O-Zn
271,set_000__step_00013600,set_000__step_00013550,18,12,6,O-Zn
272,set_000__step_00013650,set_000__step_00013600,22,10,12,O-Zn
273,set_000__step_00013700,set_000__step_00013650,17,8,9,O-Zn
274,set_000__step_00013750,set_000__step_00013700,24,10,14,O-Zn
275,set_000__step_00013800,set_000__step_00013750,28,15,13,O-Zn
276,set_000__step_00013850,set_000__step_00013800,31,10,21,O-Zn
277,set_000__step_00013900,set_000__step_00013850,30,19,11,O-Zn
278,set_000__step_00013950,set_000__step_00013900,37,13,24,O-Zn
279,set_000__step_00014000,set_000__step_00013950,35,20,15,O-Zn
280,set_000__step_00014050,set_000__step_00014000,31,20,11,O-Zn
281,set_000__step_00014100,set_000__step_00014050,26,12,14,O-Zn
282,set_000__step_00014150,set_000__step_00014100,30,15,15,O-Zn
283,set_000__step_00014200,set_000__step_00014150,24,14,10,O-Zn
284,set_000__step_00014250,set_000__step_00014200,19,9,10,O-Zn
285,set_000__step_00014300,set_000__step_00014250,23,14,9,O-Zn
286,set_000__step_00014350,set_000__step_00014300,18,7,11,O-Zn
287,set_000__step_00014400,set_000__step_00014350,19,7,12,O-Zn
288,set_000__step_00014450,set_000__step_00014400,29,16,13,O-Zn
289,set_000__step_00014500,set_000__step_00014450,26,14,12,O-Zn
290,set_000__step_00014550,set_000__step_00014500,26,11,15,O-Zn
291,set_000__step_00014600,set_000__step_00014550,32,17,15,O-Zn
292,set_000__step_00014650,set_000__step_00014600,28,14,14,O-Zn
293,set_000__step_00014700,set_000__step_00014650,35,11,24,O-Zn
294,set_000__step_00014750,set_000__step_00014700,38,19,19,O-Zn
295,set_000__step_00014800,set_000__step_00014750,41,23,18,O-Zn
296,set_000__step_00014850,set_000__step_00014800,27,17,10,O-Zn
297,set_000__step_00014900,set_000__step_00014850,23,11,12,O-Zn
298,set_000__step_00014950,set_000__step_00014900,33,15,18,O-Zn
299,set_000__step_00015000,set_000__step_00014950,24,15,9,O-Zn
300,set_000__step_00015050,set_000__step_00015000,25,11,14,O-Zn
301,set_000__step_00015100,set_000__step_00015050,26,14,12,O-Zn
302,set_000__step_00015150,set_000__step_00015100,26,11,15,O-Zn
303,set_000__step_00015200,set_000__step_00015150,25,16,9,O-Zn
304,set_000__step_00015250,set_000__step_00015200,22,10,12,O-Zn
305,set_000__step_00015300,set_000__step_00015250,31,16,15,O-Zn
306,set_000__step_00015350,set_000__step_00015300,18,12,6,O-Zn
307,set_000__step_00015400,set_000__step_00015350,22,7,15,O-Zn
308,set_000__step_00015450,set_000__step_00015400,33,11,22,O-Zn
309,set_000__step_00015500,set_000__step_00015450,33,16,17,O-Zn
310,set_000__step_00015550,set_000__step_00015500,39,19,20,O-Zn
311,set_000__step_00015600,set_000__step_00015550,31,20,11,O-Zn
312,set_000__step_00015650,set_000__step_00015600,29,13,16,O-Zn
313,set_000__step_00015700,set_000__step_00015650,26,11,15,O-Zn
314,set_000__step_00015750,set_000__step_00015700,31,18,13,O-Zn
315,set_000__step_00015800,set_000__step_00015750,28,19,9,O-Zn
316,set_000__step_00015850,set_000__step_00015800,25,10,15,O-Zn
317,set_000__step_00015900,set_000__step_00015850,24,13,11,O-Zn
318,set_000__step_00015950,set_000__step_00015900,25,13,12,O-Zn
319,set_000__step_00016000,set_000__step_00015950,25,15,10,O-Zn
320,set_000__step_00016050,set_000__step_00016000,21,7,14,O-Zn
321,set_000__step_00016100,set_000__step_00016050,27,14,13,O-Zn
322,set_000__step_00016150,set_000__step_00016100,21,8,13,O-Zn
323,set_000__step_00016200,set_000__step_00016150,32,15,17,O-Zn
324,set_000__step_00016250,set_000__step_00016200,36,15,21,O-Zn
325,set_000__step_00016300,set_000__step_00016250,41,22,19,O-Zn
326,set_000__step_00016350,set_000__step_00016300,35,19,16,O-Zn
327,set_000__step_00016400,set_000__step_00016350,30,15,15,O-Zn
328,set_000__step_00016450,set_000__step_00016400,29,15,14,O-Zn
329,set_000__step_00016500,set_000__step_00016450,25,12,13,O-Zn
330,set_000__step_00016550,set_000__step_00016500,28,18,10,O-Zn
331,set_000__step_00016600,set_000__step_00016550,24,11,13,O-Zn
332,set_000__step_00016650,set_000__step_00016600,24,13,11,O-Zn
333,set_000__step_00016700,set_000__step_00016650,22,14,8,O-Zn
334,set_000__step_00016750,set_000__step_00016700,23,6,17,O-Zn
335,set_000__step_00016800,set_000__step_00016750,32,17,15,O-Zn
336,set_000__step_00016850,set_000__step_00016800,23,13,10,O-Zn
337,set_000__step_00016900,set_000__step_00016850,28,14,14,O-Zn
338,set_000__step_00016950,set_000__step_00016900,24,13,11,O-Zn
339,set_000__step_00017000,set_000__step_00016950,24,9,15,O-Zn
340,set_000__step_00017050,set_000__step_00017000,38,17,21,O-Zn
341,set_000__step_00017100,set_000__step_00017050,34,16,18,O-Zn
342,set_000__step_00017150,set_000__step_00017100,34,17,17,O-Zn
343,set_000__step_00017200,set_000__step_00017150,35,20,15,O-Zn
344,set_000__step_00017250,set_000__step_00017200,26,7,19,O-Zn
345,set_000__step_00017300,set_000__step_00017250,47,26,21,O-Zn
346,set_000__step_00017350,set_000__step_00017300,30,19,11,O-Zn
347,set_000__step_00017400,set_000__step_00017350,41,19,22,O-Zn
348,set_000__step_00017450,set_000__step_00017400,29,17,12,O-Zn
349,set_000__step_00017500,set_000__step_00017450,31,15,16,O-Zn
350,set_000__step_00017550,set_000__step_00017500,27,19,8,O-Zn
351,set_000__step_00017600,set_000__step_00017550,22,8,14,O-Zn
352,set_000__step_00017650,set_000__step_00017600,24,10,14,O-Zn
353,set_000__step_00017700,set_000__step_00017650,25,12,13,O-Zn
354,set_000__step_00017750,set_000__step_00017700,31,17,14,O-Zn
355,set_000__step_00017800,set_000__step_00017750,14,4,10,O-Zn
356,set_000__step_00017850,set_000__step_00017800,36,20,16,O-Zn
357,set_000__step_00017900,set_000__step_00017850,36,15,21,O-Zn
358,set_000__step_00017950,set_000__step_00017900,48,23,25,O-Zn
359,set_000__step_00018000,set_000__step_00017950,38,17,21,O-Zn
360,set_000__step_00018050,set_000__step_00018000,48,26,22,O-Zn
361,set_000__step_00018100,set_000__step_00018050,40,24,16,O-Zn
362,set_000__step_00018150,set_000__step_00018100,34,21,13,O-Zn
363,set_000__step_00018200,set_000__step_00018150,25,8,17,O-Zn
364,set_000__step_00018250,set_000__step_00018200,28,15,13,O-Zn
365,set_000__step_00018300,set_000__step_00018250,21,10,11,O-Zn
366,set_000__step_00018350,set_000__step_00018300,29,14,15,O-Zn
367,set_000__step_00018400,set_000__step_00018350,21,12,9,O-Zn
368,set_000__step_00018450,set_000__step_00018400,26,11,15,O-Zn
369,set_000__step_00018500,set_000__step_00018450,34,16,18,O-Zn
370,set_000__step_00018550,set_000__step_00018500,33,16,17,O-Zn
371,set_000__step_00018600,set_000__step_00018550,46,22,24,O-Zn
372,set_000__step_00018650,set_000__step_00018600,32,18,14,O-Zn
373,set_000__step_00018700,set_000__step_00018650,41,18,23,O-Zn
374,set_000__step_00018750,set_000__step_00018700,45,21,24,O-Zn
375,set_000__step_00018800,set_000__step_00018750,34,22,12,O-Zn
376,set_000__step_00018850,set_000__step_00018800,33,15,18,O-Zn
377,set_000__step_00018900,set_000__step_00018850,37,17,20,O-Zn
378,set_000__step_00018950,set_000__step_00018900,36,23,13,O-Zn
379,set_000__step_00019000,set_000__step_00018950,21,13,8,O-Zn
380,set_000__step_00019050,set_000__step_00019000,23,8,15,O-Zn
381,set_000__step_00019100,set_000__step_00019050,30,17,13,O-Zn
382,set_000__step_00019150,set_000__step_00019100,20,11,9,O-Zn
383,set_000__step_00019200,set_000__step_00019150,30,10,20,O-Zn
384,set_000__step_00019250,set_000__step_00019200,41,18,23,O-Zn
385,set_000__step_00019300,set_000__step_00019250,31,22,9,O-Zn
386,set_000__step_00019350,set_000__step_00019300,31,13,18,O-Zn
387,set_000__step_00019400,set_000__step_00019350,37,15,22,O-Zn
388,set_000__step_00019450,set_000__step_00019400,41,18,23,O-Zn
389,set_000__step_00019500,set_000__step_00019450,40,23,17,O-Zn
390,set_000__step_00019550,set_000__step_00019500,28,12,16,O-Zn
391,set_000__step_00019600,set_000__step_00019550,43,24,19,O-Zn
392,set_000__step_00019650,set_000__step_00019600,28,16,12,O-Zn
393,set_000__step_00019700,set_000__step_00019650,36,16,20,O-Zn
394,set_000__step_00019750,set_000__step_00019700,37,21,16,O-Zn
395,set_000__step_00019800,set_000__step_00019750,23,12,11,O-Zn
396,set_000__step_00019850,set_000__step_00019800,33,16,17,O-Zn
397,set_000__step_00019900,set_000__step_00019850,34,13,21,O-Zn
398,set_000__step_00019950,set_000__step_00019900,37,18,19,O-Zn
399,set_000__step_00020000,set_000__step_00019950,39,24,15,O-Zn
400,set_000__step_00020050,set_000__step_00020000,33,17,16,O-Zn
401,set_000__step_00020100,set_000__step_00020050,28,16,12,O-Zn
402,set_000__step_00020150,set_000__step_00020100,36,16,20,O-Zn
403,set_000__step_00020200,set_000__step_00020150,39,13,26,O-Zn
404,set_000__step_00020250,set_000__step_00020200,46,26,20,O-Zn
405,set_000__step_00020300,set_000__step_00020250,34,17,17,O-Zn
406,set_000__step_00020350,set_000__step_00020300,40,20,20,O-Zn
407,set_000__step_00020400,set_000__step_00020350,36,19,17,O-Zn
408,set_000__step_00020450,set_000__step_00020400,42,20,22,O-Zn
409,set_000__step_00020500,set_000__step_00020450,32,18,14,O-Zn
410,set_000__step_00020550,set_000__step_00020500,38,22,16,O-Zn
411,set_000__step_00020600,set_000__step_00020550,26,12,14,O-Zn
412,set_000__step_00020650,set_000__step_00020600,33,18,15,O-Zn
413,set_000__step_00020700,set_000__step_00020650,28,12,16,O-Zn
414,set_000__step_00020750,set_000__step_00020700,22,14,8,O-Zn
415,set_000__step_00020800,set_000__step_00020750,35,16,19,O-Zn
416,set_000__step_00020850,set_000__step_00020800,29,13,16,O-Zn
417,set_000__step_00020900,set_000__step_00020850,30,15,15,O-Zn
418,set_000__step_00020950,set_000__step_00020900,38,17,21,O-Zn
419,set_000__step_00021000,set_000__step_00020950,27,12,15,O-Zn
420,set_000__step_00021050,set_000__step_00021000,52,22,30,O-Zn
421,set_000__step_00021100,set_000__step_00021050,43,28,15,O-Zn
422,set_000__step_00021150,set_000__step_00021100,36,17,19,O-Zn
423,set_000__step_00021200,set_000__step_00021150,46,20,26,O-Zn
424,set_000__step_00021250,set_000__step_00021200,43,23,20,O-Zn
425,set_000__step_00021300,set_000__step_00021250,29,19,10,O-Zn
426,set_000__step_00021350,set_000__step_00021300,27,12,15,O-Zn
427,set_000__step_00021400,set_000__step_00021350,31,16,15,O-Zn
428,set_000__step_00021450,set_000__step_00021400,36,19,17,O-Zn
429,set_000__step_00021500,set_000__step_00021450,38,19,19,O-Zn
430,set_000__step_00021550,set_000__step_00021500,34,14,20,O-Zn
431,set_000__step_00021600,set_000__step_00021550,29,16,13,O-Zn
432,set_000__step_00021650,set_000__step_00021600,38,17,21,O-Zn
433,set_000__step_00021700,set_000__step_00021650,28,15,13,O-Zn
434,set_000__step_00021750,set_000__step_00021700,34,20,14,O-Zn
435,set_000__step_00021800,set_000__step_00021750,42,19,23,O-Zn
436,set_000__step_00021850,set_000__step_00021800,33,15,18,O-Zn
437,set_000__step_00021900,set_000__step_00021850,34,17,17,O-Zn
438,set_000__step_00021950,set_000__step_00021900,37,14,23,O-Zn
439,set_000__step_00022000,set_000__step_00021950,42,24,18,O-Zn
440,set_000__step_00022050,set_000__step_00022000,41,26,15,O-Zn
441,set_000__step_00022100,set_000__step_00022050,34,15,19,O-Zn
442,set_000__step_00022150,set_000__step_00022100,28,15,13,O-Zn
443,set_000__step_00022200,set_000__step_00022150,35,17,18,O-Zn
444,set_000__step_00022250,set_000__step_00022200,31,17,14,O-Zn
445,set_000__step_00022300,set_000__step_00022250,29,12,17,O-Zn
446,set_000__step_00022350,set_000__step_00022300,34,16,18,O-Zn
447,set_000__step_00022400,set_000__step_00022350,35,16,19,O-Zn
448,set_000__step_00022450,set_000__step_00022400,36,23,13,O-Zn
449,set_000__step_00022500,set_000__step_00022450,33,12,21,O-Zn
450,set_000__step_00022550,set_000__step_00022500,37,16,21,O-Zn
451,set_000__step_00022600,set_000__step_00022550,40,24,16,O-Zn
452,set_000__step_00022650,set_000__step_00022600,33,19,14,O-Zn
453,set_000__step_00022700,set_000__step_00022650,39,15,24,O-Zn
454,set_000__step_00022750,set_000__step_00022700,34,22,12,O-Zn
455,set_000__step_00022800,set_000__step_00022750,36,15,21,O-Zn
456,set_000__step_00022850,set_000__step_00022800,31,15,16,O-Zn
457,set_000__step_00022900,set_000__step_00022850,47,23,24,O-Zn
458,set_000__step_00022950,set_000__step_00022900,34,22,12,O-Zn
459,set_000__step_00023000,set_000__step_00022950,36,12,24,O-Zn
460,set_000__step_00023050,set_000__step_00023000,34,20,14,O-Zn
461,set_000__step_00023100,set_000__step_00023050,39,18,21,O-Zn
462,set_000__step_00023150,set_000__step_00023100,38,18,20,O-Zn
463,set_000__step_00023200,set_000__step_00023150,40,26,14,O-Zn
464,set_000__step_00023250,set_000__step_00023200,30,14,16,O-Zn
465,set_000__step_00023300,set_000__step_00023250,28,11,17,O-Zn
466,set_000__step_00023350,set_000__step_00023300,42,22,20,O-Zn
467,set_000__step_00023400,set_000__step_00023350,37,15,22,O-Zn
468,set_000__step_00023450,set_000__step_00023400,34,16,18,O-Zn
469,set_000__step_00023500,set_000__step_00023450,32,20,12,O-Zn
470,set_000__step_00023550,set_000__step_00023500,36,15,21,O-Zn
471,set_000__step_00023600,set_000__step_00023550,49,22,27,O-Zn
472,set_000__step_00023650,set_000__step_00023600,37,24,13,O-Zn
473,set_000__step_00023700,set_000__step_00023650,36,15,21,O-Zn
474,set_000__step_00023750,set_000__step_00023700,42,27,15,O-Zn
475,set_000__step_00023800,set_000__step_00023750,26,12,14,O-Zn
476,set_000__step_00023850,set_000__step_00023800,38,17,21,O-Zn
477,set_000__step_00023900,set_000__step_00023850,28,13,15,O-Zn
478,set_000__step_00023950,set_000__step_00023900,30,14,16,O-Zn
479,set_000__step_00024000,set_000__step_00023950,28,14,14,O-Zn
480,set_000__step_00024050,set_000__step_00024000,37,16,21,O-Zn
481,set_000__step_00024100,set_000__step_00024050,36,24,12,O-Zn
482,set_000__step_00024150,set_000__step_00024100,37,13,24,O-Zn
483,set_000__step_00024200,set_000__step_00024150,43,25,18,O-Zn
484,set_000__step_00024250,set_000__step_00024200,32,10,22,O-Zn
485,set_000__step_00024300,set_000__step_00024250,43,27,16,O-Zn
486,set_000__step_00024350,set_000__step_00024300,36,17,19,O-Zn
487,set_000__step_00024400,set_000__step_00024350,33,16,17,O-Zn
488,set_000__step_00024450,set_000__step_00024400,45,24,21,O-Zn
489,set_000__step_00024500,set_000__step_00024450,37,16,21,O-Zn
490,set_000__step_00024550,set_000__step_00024500,39,20,19,O-Zn
491,set_000__step_00024600,set_000__step_00024550,34,25,9,O-Zn
492,set_000__step_00024650,set_000__step_00024600,30,13,17,O-Zn
493,set_000__step_00024700,set_000__step_00024650,26,13,13,O-Zn
494,set_000__step_00024750,set_000__step_00024700,27,12,15,O-Zn
495,set_000__step_00024800,set_000__step_00024750,27,13,14,O-Zn
496,set_000__step_00024850,set_000__step_00024800,39,15,24,O-Zn
497,set_000__step_00024900,set_000__step_00024850,50,26,24,O-Zn
498,set_000__step_00024950,set_000__step_00024900,47,22,25,O-Zn
499,set_000__step_00025000,set_000__step_00024950,34,19,15,O-Zn
500,set_000__step_00025050,set_000__step_00025000,32,17,15,O-Zn
501,set_000__step_00025100,set_000__step_00025050,48,20,28,O-Zn
502,set_000__step_00025150,set_000__step_00025100,46,21,25,O-Zn
