frame_index,frame_label,previous_frame_label,organic-surface,water-surface,organic-water
1230,set_000__step_00061550,set_000__step_00061500,0,4,0
1231,set_000__step_00061600,set_000__step_00061550,0,5,0
1232,set_000__step_00061650,set_000__step_00061600,0,1,0
1233,set_000__step_00061700,set_000__step_00061650,0,4,0
1234,set_000__step_00061750,set_000__step_00061700,0,1,0
1235,set_000__step_00061800,set_000__step_00061750,0,5,0
1236,set_000__step_00061850,set_000__step_00061800,0,4,0
1237,set_000__step_00061900,set_000__step_00061850,0,4,0
1238,set_000__step_00061950,set_000__step_00061900,0,5,0
1239,set_000__step_00062000,set_000__step_00061950,0,5,0
