frame_index,frame_label,previous_frame_label,interface_event_count,"events(interface_type,event_type,atom_i,atom_j,group_i,group_j,symbol_i,symbol_j,pair,distance_broken,distance_formed)"
641,set_000__step_00032100,set_000__step_00032050,7,"{water-surface,formed,74,1004,surface,water,O,H,H-O,,1.111209} {water-surface,formed,333,1048,surface,water,Zn,O,O-Zn,,2.192329} {water-surface,formed,348,1003,surface,water,Zn,O,O-Zn,,1.878621} {water-surface,formed,354,1043,surface,water,O,H,H-O,,1.171092} {water-surface,broken,33,1027,surface,water,Zn,O,O-Zn,2.133618,} {water-surface,broken,693,1012,surface,water,Zn,O,O-Zn,1.999527,} {water-surface,broken,879,1038,surface,water,O,H,H-O,1.090149,}"
642,set_000__step_00032150,set_000__step_00032100,5,"{water-surface,formed,33,1027,surface,water,Zn,O,O-Zn,,2.166757} {water-surface,formed,388,1042,surface,water,Zn,O,O-Zn,,1.933143} {water-surface,formed,774,1058,surface,water,O,H,H-O,,1.248832} {water-surface,broken,419,1016,surface,water,O,H,H-O,1.216161,} {organic-surface,broken,773,969,surface,organic,Zn,O,O-Zn,2.096221,}"
643,set_000__step_00032200,set_000__step_00032150,4,"{water-surface,formed,293,1033,surface,water,Zn,O,O-Zn,,1.892289} {water-surface,formed,693,1012,surface,water,Zn,O,O-Zn,,2.132451} {organic-surface,formed,773,969,surface,organic,Zn,O,O-Zn,,2.126412} {water-surface,broken,193,1036,surface,water,Zn,O,O-Zn,2.132353,}"
644,set_000__step_00032250,set_000__step_00032200,1,"{water-surface,formed,193,1036,surface,water,Zn,O,O-Zn,,2.120233}"
645,set_000__step_00032300,set_000__step_00032250,2,"{water-surface,formed,259,1034,surface,water,O,H,H-O,,1.166071} {water-surface,broken,293,1033,surface,water,Zn,O,O-Zn,2.023560,}"
646,set_000__step_00032350,set_000__step_00032300,5,"{water-surface,formed,293,1033,surface,water,Zn,O,O-Zn,,2.135252} {water-surface,formed,328,1003,surface,water,Zn,O,O-Zn,,2.021462} {water-surface,formed,879,1038,surface,water,O,H,H-O,,1.128159} {water-surface,broken,259,1034,surface,water,O,H,H-O,1.166071,} {water-surface,broken,693,1012,surface,water,Zn,O,O-Zn,2.081499,}"
647,set_000__step_00032400,set_000__step_00032350,2,"{water-surface,formed,259,1034,surface,water,O,H,H-O,,1.145025} {water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.070366,}"
648,set_000__step_00032450,set_000__step_00032400,5,"{water-surface,formed,693,1012,surface,water,Zn,O,O-Zn,,2.002969} {water-surface,broken,33,1027,surface,water,Zn,O,O-Zn,2.106877,} {water-surface,broken,253,1021,surface,water,Zn,O,O-Zn,2.133175,} {water-surface,broken,328,1003,surface,water,Zn,O,O-Zn,1.895860,} {organic-surface,broken,773,969,surface,organic,Zn,O,O-Zn,2.131628,}"
649,set_000__step_00032500,set_000__step_00032450,3,"{water-surface,formed,253,1021,surface,water,Zn,O,O-Zn,,2.161338} {water-surface,broken,68,1009,surface,water,Zn,O,O-Zn,2.030461,} {water-surface,broken,774,1058,surface,water,O,H,H-O,1.090296,}"
650,set_000__step_00032550,set_000__step_00032500,3,"{water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,1.981718} {water-surface,formed,659,1014,surface,water,O,H,H-O,,1.162665} {organic-surface,formed,773,969,surface,organic,Zn,O,O-Zn,,2.072200}"
651,set_000__step_00032600,set_000__step_00032550,6,"{water-surface,formed,33,1027,surface,water,Zn,O,O-Zn,,2.009605} {water-surface,formed,68,1009,surface,water,Zn,O,O-Zn,,2.107080} {water-surface,formed,419,1016,surface,water,O,H,H-O,,1.154558} {water-surface,broken,88,1057,surface,water,Zn,O,O-Zn,2.041722,} {water-surface,broken,273,1021,surface,water,Zn,O,O-Zn,2.118532,} {water-surface,broken,834,996,surface,water,O,H,H-O,1.107635,}"
652,set_000__step_00032650,set_000__step_00032600,2,"{water-surface,broken,419,1016,surface,water,O,H,H-O,1.154558,} {water-surface,broken,868,994,surface,water,Zn,O,O-Zn,2.099353,}"
653,set_000__step_00032700,set_000__step_00032650,5,"{water-surface,formed,88,1057,surface,water,Zn,O,O-Zn,,2.090800} {water-surface,formed,273,1021,surface,water,Zn,O,O-Zn,,1.965626} {water-surface,broken,33,1027,surface,water,Zn,O,O-Zn,2.042935,} {water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.163546,} {water-surface,broken,659,1014,surface,water,O,H,H-O,1.220422,}"
654,set_000__step_00032750,set_000__step_00032700,4,"{water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.125956} {water-surface,formed,659,1014,surface,water,O,H,H-O,,1.040860} {water-surface,formed,868,994,surface,water,Zn,O,O-Zn,,2.007286} {water-surface,broken,253,1021,surface,water,Zn,O,O-Zn,2.105945,}"
655,set_000__step_00032800,set_000__step_00032750,4,"{water-surface,formed,33,1027,surface,water,Zn,O,O-Zn,,2.093757} {water-surface,formed,253,1021,surface,water,Zn,O,O-Zn,,2.121366} {water-surface,formed,774,1058,surface,water,O,H,H-O,,1.080774} {water-surface,broken,273,1021,surface,water,Zn,O,O-Zn,1.938833,}"
656,set_000__step_00032850,set_000__step_00032800,1,"{water-surface,formed,834,996,surface,water,O,H,H-O,,1.124608}"
657,set_000__step_00032900,set_000__step_00032850,3,"{water-surface,formed,328,1003,surface,water,Zn,O,O-Zn,,2.129368} {water-surface,broken,259,1034,surface,water,O,H,H-O,1.086773,} {water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.078340,}"
658,set_000__step_00032950,set_000__step_00032900,2,"{water-surface,formed,259,1034,surface,water,O,H,H-O,,1.124201} {water-surface,formed,273,1021,surface,water,Zn,O,O-Zn,,2.027084}"
659,set_000__step_00033000,set_000__step_00032950,2,"{water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,1.990631} {water-surface,broken,348,1003,surface,water,Zn,O,O-Zn,2.016990,}"
660,set_000__step_00033050,set_000__step_00033000,2,"{water-surface,formed,348,1003,surface,water,Zn,O,O-Zn,,2.165712} {water-surface,broken,659,1014,surface,water,O,H,H-O,1.116541,}"
661,set_000__step_00033100,set_000__step_00033050,2,"{water-surface,formed,659,1014,surface,water,O,H,H-O,,1.070575} {water-surface,broken,774,1058,surface,water,O,H,H-O,1.188538,}"
662,set_000__step_00033150,set_000__step_00033100,3,"{water-surface,formed,774,1058,surface,water,O,H,H-O,,1.148211} {water-surface,broken,13,988,surface,water,Zn,O,O-Zn,2.168746,} {water-surface,broken,33,1027,surface,water,Zn,O,O-Zn,2.197380,}"
663,set_000__step_00033200,set_000__step_00033150,3,"{water-surface,formed,13,988,surface,water,Zn,O,O-Zn,,2.143507} {water-surface,formed,33,1027,surface,water,Zn,O,O-Zn,,2.065950} {water-surface,broken,253,1021,surface,water,Zn,O,O-Zn,2.025906,}"
664,set_000__step_00033250,set_000__step_00033200,0,
665,set_000__step_00033300,set_000__step_00033250,0,
666,set_000__step_00033350,set_000__step_00033300,5,"{water-surface,broken,33,1027,surface,water,Zn,O,O-Zn,2.158247,} {water-surface,broken,68,1009,surface,water,Zn,O,O-Zn,2.171964,} {water-surface,broken,328,1003,surface,water,Zn,O,O-Zn,2.048220,} {water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.195003,} {water-surface,broken,768,1006,surface,water,Zn,O,O-Zn,2.188762,}"
667,set_000__step_00033400,set_000__step_00033350,6,"{water-surface,formed,68,1009,surface,water,Zn,O,O-Zn,,2.092281} {water-surface,formed,253,1021,surface,water,Zn,O,O-Zn,,2.126125} {water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.107238} {water-surface,formed,768,1006,surface,water,Zn,O,O-Zn,,2.027264} {water-surface,broken,834,996,surface,water,O,H,H-O,0.980871,} {water-surface,broken,879,1038,surface,water,O,H,H-O,1.153394,}"
668,set_000__step_00033450,set_000__step_00033400,2,"{water-surface,formed,33,1027,surface,water,Zn,O,O-Zn,,2.099862} {water-surface,formed,834,996,surface,water,O,H,H-O,,1.030185}"
669,set_000__step_00033500,set_000__step_00033450,2,"{water-surface,formed,879,1038,surface,water,O,H,H-O,,1.012525} {water-surface,broken,768,1006,surface,water,Zn,O,O-Zn,1.998711,}"
670,set_000__step_00033550,set_000__step_00033500,4,"{water-surface,formed,768,1006,surface,water,Zn,O,O-Zn,,2.154402} {water-surface,broken,33,1027,surface,water,Zn,O,O-Zn,1.929211,} {water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.038279,} {organic-surface,broken,773,969,surface,organic,Zn,O,O-Zn,2.056879,}"
671,set_000__step_00033600,set_000__step_00033550,2,"{water-surface,formed,59,1050,surface,water,O,H,H-O,,1.161898} {water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.163190}"
672,set_000__step_00033650,set_000__step_00033600,2,"{water-surface,formed,328,1003,surface,water,Zn,O,O-Zn,,2.085485} {organic-surface,formed,773,969,surface,organic,Zn,O,O-Zn,,2.050775}"
673,set_000__step_00033700,set_000__step_00033650,2,"{water-surface,formed,33,1027,surface,water,Zn,O,O-Zn,,2.022086} {water-surface,broken,768,1006,surface,water,Zn,O,O-Zn,2.079099,}"
674,set_000__step_00033750,set_000__step_00033700,4,"{water-surface,formed,648,1039,surface,water,Zn,O,O-Zn,,2.090463} {water-surface,formed,768,1006,surface,water,Zn,O,O-Zn,,2.032749} {water-surface,broken,659,1014,surface,water,O,H,H-O,1.096286,} {organic-surface,broken,773,969,surface,organic,Zn,O,O-Zn,2.068975,}"
675,set_000__step_00033800,set_000__step_00033750,0,
676,set_000__step_00033850,set_000__step_00033800,4,"{water-surface,formed,659,1014,surface,water,O,H,H-O,,1.155900} {organic-surface,formed,773,969,surface,organic,Zn,O,O-Zn,,2.135134} {water-surface,broken,328,1003,surface,water,Zn,O,O-Zn,2.178878,} {water-surface,broken,648,1039,surface,water,Zn,O,O-Zn,1.832953,}"
677,set_000__step_00033900,set_000__step_00033850,4,"{water-surface,formed,328,1003,surface,water,Zn,O,O-Zn,,2.193593} {water-surface,broken,348,1003,surface,water,Zn,O,O-Zn,2.002463,} {water-surface,broken,693,1012,surface,water,Zn,O,O-Zn,1.955211,} {water-surface,broken,768,1006,surface,water,Zn,O,O-Zn,2.148846,}"
678,set_000__step_00033950,set_000__step_00033900,4,"{water-surface,formed,348,1003,surface,water,Zn,O,O-Zn,,2.089207} {water-surface,formed,419,1016,surface,water,O,H,H-O,,1.245318} {water-surface,formed,693,1012,surface,water,Zn,O,O-Zn,,2.157022} {water-surface,formed,768,1006,surface,water,Zn,O,O-Zn,,2.135188}"
679,set_000__step_00034000,set_000__step_00033950,2,"{water-surface,broken,419,1016,surface,water,O,H,H-O,1.245318,} {water-surface,broken,659,1014,surface,water,O,H,H-O,1.201116,}"
680,set_000__step_00034050,set_000__step_00034000,3,"{water-surface,broken,33,1027,surface,water,Zn,O,O-Zn,1.974314,} {water-surface,broken,328,1003,surface,water,Zn,O,O-Zn,2.010687,} {water-surface,broken,774,1058,surface,water,O,H,H-O,1.146701,}"
681,set_000__step_00034100,set_000__step_00034050,3,"{water-surface,broken,59,1050,surface,water,O,H,H-O,1.128304,} {water-surface,broken,693,1012,surface,water,Zn,O,O-Zn,2.008756,} {water-surface,broken,768,1006,surface,water,Zn,O,O-Zn,2.023508,}"
682,set_000__step_00034150,set_000__step_00034100,1,"{water-surface,formed,33,1027,surface,water,Zn,O,O-Zn,,2.072825}"
683,set_000__step_00034200,set_000__step_00034150,2,"{water-surface,formed,693,1012,surface,water,Zn,O,O-Zn,,2.090720} {water-surface,formed,768,1006,surface,water,Zn,O,O-Zn,,2.121748}"
684,set_000__step_00034250,set_000__step_00034200,1,"{water-surface,formed,659,1014,surface,water,O,H,H-O,,1.055218}"
685,set_000__step_00034300,set_000__step_00034250,3,"{water-surface,formed,328,1003,surface,water,Zn,O,O-Zn,,2.146636} {water-surface,broken,33,1027,surface,water,Zn,O,O-Zn,2.194028,} {water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.033286,}"
686,set_000__step_00034350,set_000__step_00034300,0,
687,set_000__step_00034400,set_000__step_00034350,3,"{water-surface,formed,33,1027,surface,water,Zn,O,O-Zn,,1.991149} {water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,1.968233} {water-surface,broken,333,1048,surface,water,Zn,O,O-Zn,2.190842,}"
688,set_000__step_00034450,set_000__step_00034400,1,"{water-surface,formed,333,1048,surface,water,Zn,O,O-Zn,,2.130807}"
689,set_000__step_00034500,set_000__step_00034450,4,"{water-surface,formed,648,1039,surface,water,Zn,O,O-Zn,,1.813719} {water-surface,broken,33,1027,surface,water,Zn,O,O-Zn,1.953522,} {water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,1.991806,} {organic-surface,broken,773,969,surface,organic,Zn,O,O-Zn,2.163065,}"
690,set_000__step_00034550,set_000__step_00034500,2,"{water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.142254} {water-surface,formed,774,1058,surface,water,O,H,H-O,,1.222987}"
691,set_000__step_00034600,set_000__step_00034550,4,"{organic-surface,formed,773,969,surface,organic,Zn,O,O-Zn,,2.181690} {water-surface,broken,368,1045,surface,water,Zn,O,O-Zn,2.091982,} {water-surface,broken,648,1039,surface,water,Zn,O,O-Zn,2.155665,} {water-surface,broken,774,1058,surface,water,O,H,H-O,1.222987,}"
692,set_000__step_00034650,set_000__step_00034600,3,"{water-surface,formed,33,1027,surface,water,Zn,O,O-Zn,,2.158663} {water-surface,formed,368,1045,surface,water,Zn,O,O-Zn,,2.093385} {water-surface,broken,659,1014,surface,water,O,H,H-O,1.015833,}"
693,set_000__step_00034700,set_000__step_00034650,4,"{water-surface,formed,648,1039,surface,water,Zn,O,O-Zn,,2.008892} {water-surface,formed,659,1014,surface,water,O,H,H-O,,1.121268} {water-surface,broken,328,1003,surface,water,Zn,O,O-Zn,2.149550,} {water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.072478,}"
694,set_000__step_00034750,set_000__step_00034700,3,"{water-surface,formed,374,1041,surface,water,O,H,H-O,,1.135890} {water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.184188} {water-surface,broken,699,989,surface,water,O,H,H-O,1.232084,}"
695,set_000__step_00034800,set_000__step_00034750,6,"{water-surface,formed,328,1003,surface,water,Zn,O,O-Zn,,2.163706} {water-surface,broken,13,988,surface,water,Zn,O,O-Zn,2.162545,} {water-surface,broken,33,1027,surface,water,Zn,O,O-Zn,2.153956,} {water-surface,broken,368,1045,surface,water,Zn,O,O-Zn,2.143732,} {water-surface,broken,374,1041,surface,water,O,H,H-O,1.135890,} {water-surface,broken,873,1051,surface,water,Zn,O,O-Zn,2.040085,}"
696,set_000__step_00034850,set_000__step_00034800,6,"{water-surface,formed,13,988,surface,water,Zn,O,O-Zn,,2.140346} {water-surface,formed,368,1045,surface,water,Zn,O,O-Zn,,2.114211} {water-surface,formed,774,1058,surface,water,O,H,H-O,,1.139636} {water-surface,formed,873,1051,surface,water,Zn,O,O-Zn,,2.141874} {water-surface,broken,259,1034,surface,water,O,H,H-O,1.062905,} {water-surface,broken,648,1039,surface,water,Zn,O,O-Zn,2.032541,}"
697,set_000__step_00034900,set_000__step_00034850,4,"{water-surface,formed,33,1027,surface,water,Zn,O,O-Zn,,2.196486} {water-surface,formed,59,1050,surface,water,O,H,H-O,,1.208013} {water-surface,formed,699,989,surface,water,O,H,H-O,,1.001689} {water-surface,broken,659,1014,surface,water,O,H,H-O,1.101984,}"
698,set_000__step_00034950,set_000__step_00034900,3,"{water-surface,formed,659,1014,surface,water,O,H,H-O,,1.126592} {water-surface,broken,293,1033,surface,water,Zn,O,O-Zn,2.135817,} {water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.134029,}"
699,set_000__step_00035000,set_000__step_00034950,8,"{water-surface,formed,293,1033,surface,water,Zn,O,O-Zn,,2.191956} {water-surface,formed,374,1041,surface,water,O,H,H-O,,1.149852} {water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.079019} {water-surface,formed,648,1039,surface,water,Zn,O,O-Zn,,2.008062} {water-surface,broken,253,1021,surface,water,Zn,O,O-Zn,2.124113,} {water-surface,broken,328,1003,surface,water,Zn,O,O-Zn,2.145101,} {water-surface,broken,873,1051,surface,water,Zn,O,O-Zn,2.078010,} {water-surface,broken,879,1038,surface,water,O,H,H-O,1.102867,}"
700,set_000__step_00035050,set_000__step_00035000,4,"{water-surface,formed,873,1051,surface,water,Zn,O,O-Zn,,1.894044} {water-surface,formed,879,1038,surface,water,O,H,H-O,,1.177097} {water-surface,broken,33,1027,surface,water,Zn,O,O-Zn,2.164028,} {organic-surface,broken,773,969,surface,organic,Zn,O,O-Zn,2.116889,}"
701,set_000__step_00035100,set_000__step_00035050,4,"{water-surface,formed,33,1027,surface,water,Zn,O,O-Zn,,2.189254} {water-surface,formed,253,1021,surface,water,Zn,O,O-Zn,,1.940918} {water-surface,formed,259,1034,surface,water,O,H,H-O,,1.218988} {water-surface,broken,774,1058,surface,water,O,H,H-O,1.152115,}"
702,set_000__step_00035150,set_000__step_00035100,1,"{water-surface,broken,873,1051,surface,water,Zn,O,O-Zn,2.026370,}"
703,set_000__step_00035200,set_000__step_00035150,4,"{water-surface,formed,228,1030,surface,water,Zn,O,O-Zn,,1.978992} {organic-surface,formed,773,969,surface,organic,Zn,O,O-Zn,,2.019430} {water-surface,broken,59,1050,surface,water,O,H,H-O,1.093619,} {water-surface,broken,259,1034,surface,water,O,H,H-O,1.192383,}"
704,set_000__step_00035250,set_000__step_00035200,4,"{water-surface,formed,259,1034,surface,water,O,H,H-O,,1.132074} {water-surface,formed,873,1051,surface,water,Zn,O,O-Zn,,1.865355} {water-surface,broken,33,1027,surface,water,Zn,O,O-Zn,2.125866,} {water-surface,broken,699,989,surface,water,O,H,H-O,1.065591,}"
705,set_000__step_00035300,set_000__step_00035250,2,"{water-surface,broken,13,988,surface,water,Zn,O,O-Zn,2.141535,} {water-surface,broken,228,1030,surface,water,Zn,O,O-Zn,2.109227,}"
706,set_000__step_00035350,set_000__step_00035300,5,"{water-surface,formed,13,988,surface,water,Zn,O,O-Zn,,2.153397} {water-surface,formed,328,1003,surface,water,Zn,O,O-Zn,,1.990661} {water-surface,broken,88,1057,surface,water,Zn,O,O-Zn,2.011312,} {water-surface,broken,659,1014,surface,water,O,H,H-O,1.074201,} {water-surface,broken,873,1051,surface,water,Zn,O,O-Zn,2.090253,}"
707,set_000__step_00035400,set_000__step_00035350,4,"{water-surface,formed,33,1027,surface,water,Zn,O,O-Zn,,1.956389} {water-surface,formed,699,989,surface,water,O,H,H-O,,1.000127} {water-surface,formed,873,1051,surface,water,Zn,O,O-Zn,,2.154685} {water-surface,broken,693,1012,surface,water,Zn,O,O-Zn,2.111243,}"
708,set_000__step_00035450,set_000__step_00035400,4,"{water-surface,formed,59,1050,surface,water,O,H,H-O,,1.172559} {water-surface,formed,88,1057,surface,water,Zn,O,O-Zn,,2.116188} {water-surface,formed,693,1012,surface,water,Zn,O,O-Zn,,2.096131} {water-surface,broken,328,1003,surface,water,Zn,O,O-Zn,1.988846,}"
709,set_000__step_00035500,set_000__step_00035450,4,"{water-surface,formed,334,1047,surface,water,O,H,H-O,,1.247402} {water-surface,formed,774,1058,surface,water,O,H,H-O,,1.231172} {water-surface,broken,33,1027,surface,water,Zn,O,O-Zn,1.989228,} {organic-surface,broken,773,969,surface,organic,Zn,O,O-Zn,2.192693,}"
710,set_000__step_00035550,set_000__step_00035500,6,"{water-surface,formed,33,1027,surface,water,Zn,O,O-Zn,,2.166226} {water-surface,formed,228,1030,surface,water,Zn,O,O-Zn,,2.074300} {water-surface,formed,328,1003,surface,water,Zn,O,O-Zn,,2.158700} {organic-surface,formed,773,969,surface,organic,Zn,O,O-Zn,,2.187114} {water-surface,broken,254,998,surface,water,O,H,H-O,1.217574,} {water-surface,broken,334,1047,surface,water,O,H,H-O,1.247402,}"
711,set_000__step_00035600,set_000__step_00035550,3,"{water-surface,broken,693,1012,surface,water,Zn,O,O-Zn,2.031487,} {organic-surface,broken,773,969,surface,organic,Zn,O,O-Zn,2.187114,} {water-surface,broken,879,1038,surface,water,O,H,H-O,1.184633,}"
712,set_000__step_00035650,set_000__step_00035600,4,"{organic-surface,formed,773,969,surface,organic,Zn,O,O-Zn,,2.176326} {water-surface,broken,228,1030,surface,water,Zn,O,O-Zn,1.990363,} {water-surface,broken,259,1034,surface,water,O,H,H-O,1.031147,} {water-surface,broken,368,1045,surface,water,Zn,O,O-Zn,2.175826,}"
713,set_000__step_00035700,set_000__step_00035650,7,"{water-surface,formed,34,1010,surface,water,O,H,H-O,,1.229766} {water-surface,formed,259,1034,surface,water,O,H,H-O,,1.231946} {water-surface,formed,368,1045,surface,water,Zn,O,O-Zn,,2.069568} {water-surface,formed,693,1012,surface,water,Zn,O,O-Zn,,2.118629} {water-surface,broken,13,988,surface,water,Zn,O,O-Zn,2.122700,} {water-surface,broken,193,1036,surface,water,Zn,O,O-Zn,2.064774,} {water-surface,broken,768,1006,surface,water,Zn,O,O-Zn,2.176836,}"
714,set_000__step_00035750,set_000__step_00035700,5,"{water-surface,formed,13,988,surface,water,Zn,O,O-Zn,,1.981376} {water-surface,formed,768,1006,surface,water,Zn,O,O-Zn,,2.029847} {water-surface,broken,33,1027,surface,water,Zn,O,O-Zn,2.096489,} {water-surface,broken,34,1010,surface,water,O,H,H-O,1.229766,} {water-surface,broken,59,1050,surface,water,O,H,H-O,1.208000,}"
715,set_000__step_00035800,set_000__step_00035750,4,"{water-surface,formed,33,1027,surface,water,Zn,O,O-Zn,,2.170341} {water-surface,formed,59,1050,surface,water,O,H,H-O,,1.050186} {water-surface,formed,193,1036,surface,water,Zn,O,O-Zn,,2.193250} {water-surface,broken,288,997,surface,water,Zn,O,O-Zn,2.149915,}"
716,set_000__step_00035850,set_000__step_00035800,4,"{water-surface,broken,293,1033,surface,water,Zn,O,O-Zn,2.023480,} {water-surface,broken,368,1045,surface,water,Zn,O,O-Zn,2.082208,} {water-surface,broken,374,1041,surface,water,O,H,H-O,1.211425,} {water-surface,broken,768,1006,surface,water,Zn,O,O-Zn,1.937968,}"
717,set_000__step_00035900,set_000__step_00035850,5,"{water-surface,formed,368,1045,surface,water,Zn,O,O-Zn,,2.112105} {water-surface,formed,374,1041,surface,water,O,H,H-O,,1.101306} {water-surface,broken,59,1050,surface,water,O,H,H-O,1.195392,} {water-surface,broken,259,1034,surface,water,O,H,H-O,1.207774,} {organic-surface,broken,773,969,surface,organic,Zn,O,O-Zn,2.164062,}"
718,set_000__step_00035950,set_000__step_00035900,6,"{water-surface,formed,293,1033,surface,water,Zn,O,O-Zn,,2.043904} {water-surface,formed,334,1047,surface,water,O,H,H-O,,1.199321} {water-surface,formed,659,1014,surface,water,O,H,H-O,,1.042393} {water-surface,formed,768,1006,surface,water,Zn,O,O-Zn,,2.021086} {organic-surface,formed,773,969,surface,organic,Zn,O,O-Zn,,2.175025} {water-surface,formed,879,1038,surface,water,O,H,H-O,,0.998575}"
719,set_000__step_00036000,set_000__step_00035950,6,"{water-surface,formed,228,1030,surface,water,Zn,O,O-Zn,,2.107456} {water-surface,formed,254,998,surface,water,O,H,H-O,,1.168426} {water-surface,formed,259,1034,surface,water,O,H,H-O,,1.042633} {water-surface,formed,288,997,surface,water,Zn,O,O-Zn,,2.028185} {water-surface,broken,328,1003,surface,water,Zn,O,O-Zn,2.114362,} {water-surface,broken,659,1014,surface,water,O,H,H-O,1.042393,}"
720,set_000__step_00036050,set_000__step_00036000,3,"{water-surface,formed,659,1014,surface,water,O,H,H-O,,0.955333} {water-surface,broken,334,1047,surface,water,O,H,H-O,1.188480,} {water-surface,broken,768,1006,surface,water,Zn,O,O-Zn,1.959991,}"
721,set_000__step_00036100,set_000__step_00036050,3,"{water-surface,formed,328,1003,surface,water,Zn,O,O-Zn,,2.042175} {water-surface,broken,228,1030,surface,water,Zn,O,O-Zn,2.117140,} {organic-surface,broken,773,969,surface,organic,Zn,O,O-Zn,2.063505,}"
722,set_000__step_00036150,set_000__step_00036100,3,"{water-surface,formed,768,1006,surface,water,Zn,O,O-Zn,,2.062853} {water-surface,broken,33,1027,surface,water,Zn,O,O-Zn,2.090408,} {water-surface,broken,868,994,surface,water,Zn,O,O-Zn,2.046896,}"
723,set_000__step_00036200,set_000__step_00036150,4,"{water-surface,formed,33,1027,surface,water,Zn,O,O-Zn,,2.166340} {organic-surface,formed,773,969,surface,organic,Zn,O,O-Zn,,2.187749} {water-surface,formed,868,994,surface,water,Zn,O,O-Zn,,2.153387} {water-surface,broken,328,1003,surface,water,Zn,O,O-Zn,1.934431,}"
724,set_000__step_00036250,set_000__step_00036200,3,"{water-surface,broken,68,1009,surface,water,Zn,O,O-Zn,2.093627,} {water-surface,broken,253,1021,surface,water,Zn,O,O-Zn,2.194817,} {organic-surface,broken,773,969,surface,organic,Zn,O,O-Zn,2.187749,}"
725,set_000__step_00036300,set_000__step_00036250,4,"{water-surface,formed,68,1009,surface,water,Zn,O,O-Zn,,2.066478} {water-surface,formed,228,1030,surface,water,Zn,O,O-Zn,,2.128686} {organic-surface,formed,773,969,surface,organic,Zn,O,O-Zn,,2.144363} {water-surface,broken,374,1041,surface,water,O,H,H-O,1.158322,}"
726,set_000__step_00036350,set_000__step_00036300,2,"{water-surface,formed,59,1050,surface,water,O,H,H-O,,1.242559} {water-surface,formed,253,1021,surface,water,Zn,O,O-Zn,,1.944756}"
727,set_000__step_00036400,set_000__step_00036350,7,"{water-surface,formed,194,1031,surface,water,O,H,H-O,,1.178644} {water-surface,formed,893,1000,surface,water,Zn,O,O-Zn,,2.134428} {water-surface,broken,33,1027,surface,water,Zn,O,O-Zn,2.133076,} {water-surface,broken,59,1050,surface,water,O,H,H-O,1.242559,} {water-surface,broken,228,1030,surface,water,Zn,O,O-Zn,2.076362,} {water-surface,broken,648,1039,surface,water,Zn,O,O-Zn,2.199274,} {organic-surface,broken,773,969,surface,organic,Zn,O,O-Zn,2.155558,}"
728,set_000__step_00036450,set_000__step_00036400,7,"{water-surface,formed,33,1027,surface,water,Zn,O,O-Zn,,2.097971} {water-surface,formed,59,1050,surface,water,O,H,H-O,,1.180609} {water-surface,formed,228,1030,surface,water,Zn,O,O-Zn,,2.105157} {water-surface,formed,374,1041,surface,water,O,H,H-O,,1.071228} {water-surface,formed,648,1039,surface,water,Zn,O,O-Zn,,1.998410} {organic-surface,formed,773,969,surface,organic,Zn,O,O-Zn,,2.075288} {water-surface,broken,288,997,surface,water,Zn,O,O-Zn,2.033358,}"
729,set_000__step_00036500,set_000__step_00036450,5,"{water-surface,broken,194,1031,surface,water,O,H,H-O,1.242284,} {water-surface,broken,374,1041,surface,water,O,H,H-O,1.071228,} {water-surface,broken,768,1006,surface,water,Zn,O,O-Zn,2.184347,} {water-surface,broken,834,996,surface,water,O,H,H-O,1.034597,} {water-surface,broken,893,1000,surface,water,Zn,O,O-Zn,2.012605,}"
730,set_000__step_00036550,set_000__step_00036500,4,"{water-surface,formed,288,997,surface,water,Zn,O,O-Zn,,1.887875} {water-surface,formed,768,1006,surface,water,Zn,O,O-Zn,,2.190897} {water-surface,formed,834,996,surface,water,O,H,H-O,,1.210439} {water-surface,broken,648,1039,surface,water,Zn,O,O-Zn,1.908269,}"
731,set_000__step_00036600,set_000__step_00036550,2,"{water-surface,formed,194,1031,surface,water,O,H,H-O,,1.056112} {water-surface,broken,228,1030,surface,water,Zn,O,O-Zn,2.073348,}"
