frame_index,frame_label,previous_frame_label,interface_event_count,"events(interface_type,event_type,atom_i,atom_j,group_i,group_j,symbol_i,symbol_j,pair,distance_broken,distance_formed)"
293,set_000__step_00014700,set_000__step_00014650,2,"{water-surface,formed,119,1033,surface,water,O,H,H-O,,1.157472} {water-surface,formed,488,1017,surface,water,Zn,O,O-Zn,,2.056789}"
294,set_000__step_00014750,set_000__step_00014700,2,"{water-surface,formed,214,1018,surface,water,O,H,H-O,,1.057756} {water-surface,formed,833,993,surface,water,Zn,O,O-Zn,,2.153473}"
295,set_000__step_00014800,set_000__step_00014750,2,"{water-surface,formed,793,990,surface,water,Zn,O,O-Zn,,2.117741} {water-surface,broken,273,1044,surface,water,Zn,O,O-Zn,1.990470,}"
296,set_000__step_00014850,set_000__step_00014800,2,"{water-surface,formed,773,1014,surface,water,Zn,O,O-Zn,,2.166411} {water-surface,broken,599,997,surface,water,O,H,H-O,1.108489,}"
297,set_000__step_00014900,set_000__step_00014850,3,"{water-surface,formed,273,1044,surface,water,Zn,O,O-Zn,,2.103647} {water-surface,formed,759,992,surface,water,O,H,H-O,,1.157222} {water-surface,broken,833,993,surface,water,Zn,O,O-Zn,2.104313,}"
298,set_000__step_00014950,set_000__step_00014900,3,"{water-surface,formed,833,993,surface,water,Zn,O,O-Zn,,2.184498} {water-surface,broken,773,1014,surface,water,Zn,O,O-Zn,2.056578,} {water-surface,broken,893,1029,surface,water,Zn,O,O-Zn,2.145065,}"
299,set_000__step_00015000,set_000__step_00014950,1,"{water-surface,formed,893,1029,surface,water,Zn,O,O-Zn,,2.155474}"
300,set_000__step_00015050,set_000__step_00015000,0,
301,set_000__step_00015100,set_000__step_00015050,3,"{water-surface,broken,119,1033,surface,water,O,H,H-O,1.119867,} {water-surface,broken,214,1018,surface,water,O,H,H-O,1.152735,} {water-surface,broken,833,993,surface,water,Zn,O,O-Zn,2.076162,}"
302,set_000__step_00015150,set_000__step_00015100,3,"{water-surface,formed,773,1014,surface,water,Zn,O,O-Zn,,2.148723} {water-surface,broken,293,1056,surface,water,Zn,O,O-Zn,1.993427,} {water-surface,broken,488,1017,surface,water,Zn,O,O-Zn,2.190970,}"
303,set_000__step_00015200,set_000__step_00015150,1,"{water-surface,formed,833,993,surface,water,Zn,O,O-Zn,,2.155763}"
304,set_000__step_00015250,set_000__step_00015200,5,"{water-surface,formed,488,1017,surface,water,Zn,O,O-Zn,,2.107757} {water-surface,broken,633,996,surface,water,Zn,O,O-Zn,2.155348,} {water-surface,broken,773,1014,surface,water,Zn,O,O-Zn,2.130815,} {water-surface,broken,793,990,surface,water,Zn,O,O-Zn,2.187052,} {water-surface,broken,893,1029,surface,water,Zn,O,O-Zn,2.155103,}"
305,set_000__step_00015300,set_000__step_00015250,4,"{water-surface,formed,293,1056,surface,water,Zn,O,O-Zn,,2.089013} {water-surface,formed,633,996,surface,water,Zn,O,O-Zn,,2.142972} {water-surface,formed,773,1014,surface,water,Zn,O,O-Zn,,2.150359} {water-surface,formed,893,1029,surface,water,Zn,O,O-Zn,,2.180221}"
306,set_000__step_00015350,set_000__step_00015300,4,"{water-surface,formed,368,1011,surface,water,Zn,O,O-Zn,,2.072102} {water-surface,formed,793,990,surface,water,Zn,O,O-Zn,,1.935312} {water-surface,broken,153,1032,surface,water,Zn,O,O-Zn,2.034676,} {water-surface,broken,833,993,surface,water,Zn,O,O-Zn,2.084803,}"
307,set_000__step_00015400,set_000__step_00015350,1,"{water-surface,broken,488,1017,surface,water,Zn,O,O-Zn,2.177304,}"
308,set_000__step_00015450,set_000__step_00015400,6,"{water-surface,formed,153,1032,surface,water,Zn,O,O-Zn,,2.114773} {water-surface,formed,488,1017,surface,water,Zn,O,O-Zn,,2.131871} {water-surface,broken,293,1056,surface,water,Zn,O,O-Zn,2.185363,} {water-surface,broken,368,1011,surface,water,Zn,O,O-Zn,2.177895,} {water-surface,broken,793,990,surface,water,Zn,O,O-Zn,2.033140,} {water-surface,broken,893,1029,surface,water,Zn,O,O-Zn,2.127254,}"
309,set_000__step_00015500,set_000__step_00015450,4,"{water-surface,formed,214,1018,surface,water,O,H,H-O,,1.156909} {water-surface,formed,793,990,surface,water,Zn,O,O-Zn,,2.150124} {water-surface,formed,833,993,surface,water,Zn,O,O-Zn,,2.049194} {water-surface,formed,893,1029,surface,water,Zn,O,O-Zn,,2.184663}"
310,set_000__step_00015550,set_000__step_00015500,4,"{water-surface,formed,119,1033,surface,water,O,H,H-O,,1.198309} {water-surface,formed,293,1056,surface,water,Zn,O,O-Zn,,2.008615} {water-surface,formed,599,997,surface,water,O,H,H-O,,1.119586} {water-surface,broken,214,1018,surface,water,O,H,H-O,1.156909,}"
311,set_000__step_00015600,set_000__step_00015550,1,"{water-surface,formed,214,1018,surface,water,O,H,H-O,,1.109460}"
312,set_000__step_00015650,set_000__step_00015600,0,
313,set_000__step_00015700,set_000__step_00015650,4,"{water-surface,broken,119,1033,surface,water,O,H,H-O,1.198084,} {water-surface,broken,214,1018,surface,water,O,H,H-O,1.002379,} {water-surface,broken,293,1056,surface,water,Zn,O,O-Zn,2.160033,} {water-surface,broken,893,1029,surface,water,Zn,O,O-Zn,2.160710,}"
314,set_000__step_00015750,set_000__step_00015700,4,"{water-surface,formed,119,1033,surface,water,O,H,H-O,,1.138416} {water-surface,formed,293,1056,surface,water,Zn,O,O-Zn,,2.083101} {water-surface,formed,893,1029,surface,water,Zn,O,O-Zn,,2.192388} {water-surface,broken,773,1014,surface,water,Zn,O,O-Zn,2.070709,}"
315,set_000__step_00015800,set_000__step_00015750,3,"{water-surface,formed,334,1012,surface,water,O,H,H-O,,1.042461} {water-surface,formed,368,1011,surface,water,Zn,O,O-Zn,,2.154079} {water-surface,broken,759,992,surface,water,O,H,H-O,1.009336,}"
316,set_000__step_00015850,set_000__step_00015800,1,"{water-surface,formed,759,992,surface,water,O,H,H-O,,1.045048}"
317,set_000__step_00015900,set_000__step_00015850,2,"{water-surface,formed,259,1058,surface,water,O,H,H-O,,1.241526} {water-surface,formed,773,1014,surface,water,Zn,O,O-Zn,,2.196704}"
318,set_000__step_00015950,set_000__step_00015900,3,"{water-surface,broken,273,1044,surface,water,Zn,O,O-Zn,2.096251,} {water-surface,broken,334,1012,surface,water,O,H,H-O,0.987773,} {water-surface,broken,893,1029,surface,water,Zn,O,O-Zn,2.155798,}"
319,set_000__step_00016000,set_000__step_00015950,4,"{water-surface,formed,273,1044,surface,water,Zn,O,O-Zn,,2.192809} {water-surface,formed,334,1012,surface,water,O,H,H-O,,0.955038} {water-surface,formed,893,1029,surface,water,Zn,O,O-Zn,,2.177741} {water-surface,broken,599,997,surface,water,O,H,H-O,1.220101,}"
320,set_000__step_00016050,set_000__step_00016000,3,"{water-surface,broken,633,996,surface,water,Zn,O,O-Zn,2.133123,} {water-surface,broken,759,992,surface,water,O,H,H-O,1.241947,} {water-surface,broken,773,1014,surface,water,Zn,O,O-Zn,2.090972,}"
321,set_000__step_00016100,set_000__step_00016050,2,"{water-surface,formed,214,1018,surface,water,O,H,H-O,,1.116423} {water-surface,broken,833,993,surface,water,Zn,O,O-Zn,2.165610,}"
322,set_000__step_00016150,set_000__step_00016100,4,"{water-surface,formed,773,1014,surface,water,Zn,O,O-Zn,,2.189958} {water-surface,broken,214,1018,surface,water,O,H,H-O,1.116423,} {water-surface,broken,334,1012,surface,water,O,H,H-O,1.247663,} {water-surface,broken,893,1029,surface,water,Zn,O,O-Zn,2.057109,}"
323,set_000__step_00016200,set_000__step_00016150,5,"{water-surface,formed,334,1012,surface,water,O,H,H-O,,1.124506} {water-surface,formed,633,996,surface,water,Zn,O,O-Zn,,2.005346} {water-surface,formed,833,993,surface,water,Zn,O,O-Zn,,2.087835} {water-surface,broken,259,1058,surface,water,O,H,H-O,1.212644,} {water-surface,broken,368,1011,surface,water,Zn,O,O-Zn,2.098951,}"
324,set_000__step_00016250,set_000__step_00016200,4,"{water-surface,formed,599,997,surface,water,O,H,H-O,,1.214578} {water-surface,formed,893,1029,surface,water,Zn,O,O-Zn,,2.044423} {water-surface,broken,119,1033,surface,water,O,H,H-O,1.203456,} {water-surface,broken,334,1012,surface,water,O,H,H-O,1.124506,}"
325,set_000__step_00016300,set_000__step_00016250,4,"{water-surface,formed,119,1033,surface,water,O,H,H-O,,1.210210} {water-surface,formed,368,1011,surface,water,Zn,O,O-Zn,,2.102363} {water-surface,broken,599,997,surface,water,O,H,H-O,1.214578,} {water-surface,broken,633,996,surface,water,Zn,O,O-Zn,1.922515,}"
326,set_000__step_00016350,set_000__step_00016300,2,"{water-surface,broken,793,990,surface,water,Zn,O,O-Zn,2.134555,} {water-surface,broken,893,1029,surface,water,Zn,O,O-Zn,2.051981,}"
327,set_000__step_00016400,set_000__step_00016350,1,"{water-surface,formed,633,996,surface,water,Zn,O,O-Zn,,2.043245}"
328,set_000__step_00016450,set_000__step_00016400,1,"{water-surface,broken,368,1011,surface,water,Zn,O,O-Zn,2.106871,}"
329,set_000__step_00016500,set_000__step_00016450,3,"{water-surface,formed,759,992,surface,water,O,H,H-O,,1.128256} {water-surface,formed,793,990,surface,water,Zn,O,O-Zn,,2.136232} {water-surface,formed,893,1029,surface,water,Zn,O,O-Zn,,2.071245}"
330,set_000__step_00016550,set_000__step_00016500,3,"{water-surface,formed,368,1011,surface,water,Zn,O,O-Zn,,2.181475} {water-surface,formed,599,997,surface,water,O,H,H-O,,1.228558} {water-surface,broken,773,1014,surface,water,Zn,O,O-Zn,2.061838,}"
331,set_000__step_00016600,set_000__step_00016550,1,"{water-surface,broken,599,997,surface,water,O,H,H-O,1.228558,}"
332,set_000__step_00016650,set_000__step_00016600,3,"{water-surface,formed,214,1018,surface,water,O,H,H-O,,1.091840} {water-surface,formed,259,1058,surface,water,O,H,H-O,,1.208141} {water-surface,broken,168,1047,surface,water,Zn,O,O-Zn,2.130643,}"
333,set_000__step_00016700,set_000__step_00016650,6,"{water-surface,formed,168,1047,surface,water,Zn,O,O-Zn,,2.152745} {water-surface,formed,773,1014,surface,water,Zn,O,O-Zn,,2.028277} {water-surface,broken,259,1058,surface,water,O,H,H-O,1.208141,} {water-surface,broken,368,1011,surface,water,Zn,O,O-Zn,2.122563,} {water-surface,broken,633,996,surface,water,Zn,O,O-Zn,2.073893,} {water-surface,broken,893,1029,surface,water,Zn,O,O-Zn,2.186528,}"
334,set_000__step_00016750,set_000__step_00016700,2,"{water-surface,formed,368,1011,surface,water,Zn,O,O-Zn,,2.197672} {water-surface,formed,893,1029,surface,water,Zn,O,O-Zn,,2.122091}"
335,set_000__step_00016800,set_000__step_00016750,2,"{water-surface,formed,633,996,surface,water,Zn,O,O-Zn,,2.190130} {water-surface,broken,759,992,surface,water,O,H,H-O,1.037432,}"
336,set_000__step_00016850,set_000__step_00016800,4,"{water-surface,formed,759,992,surface,water,O,H,H-O,,1.059753} {water-surface,broken,168,1047,surface,water,Zn,O,O-Zn,2.093942,} {water-surface,broken,773,1014,surface,water,Zn,O,O-Zn,2.099849,} {water-surface,broken,893,1029,surface,water,Zn,O,O-Zn,2.072606,}"
337,set_000__step_00016900,set_000__step_00016850,3,"{water-surface,formed,168,1047,surface,water,Zn,O,O-Zn,,2.115662} {water-surface,broken,273,1044,surface,water,Zn,O,O-Zn,2.103356,} {water-surface,broken,368,1011,surface,water,Zn,O,O-Zn,2.040196,}"
338,set_000__step_00016950,set_000__step_00016900,2,"{water-surface,broken,214,1018,surface,water,O,H,H-O,1.234471,} {water-surface,broken,759,992,surface,water,O,H,H-O,1.155785,}"
339,set_000__step_00017000,set_000__step_00016950,4,"{water-surface,formed,273,1044,surface,water,Zn,O,O-Zn,,2.001385} {water-surface,formed,773,1014,surface,water,Zn,O,O-Zn,,1.988806} {water-surface,formed,893,1029,surface,water,Zn,O,O-Zn,,1.991470} {water-surface,broken,633,996,surface,water,Zn,O,O-Zn,2.161319,}"
340,set_000__step_00017050,set_000__step_00017000,5,"{water-surface,formed,633,996,surface,water,Zn,O,O-Zn,,2.014502} {water-surface,broken,119,1033,surface,water,O,H,H-O,1.032680,} {water-surface,broken,293,1056,surface,water,Zn,O,O-Zn,2.096450,} {water-surface,broken,699,1036,surface,water,O,H,H-O,1.182767,} {water-surface,broken,793,990,surface,water,Zn,O,O-Zn,2.184252,}"
341,set_000__step_00017100,set_000__step_00017050,5,"{water-surface,formed,119,1033,surface,water,O,H,H-O,,1.086154} {water-surface,formed,368,1011,surface,water,Zn,O,O-Zn,,2.025224} {water-surface,formed,699,1036,surface,water,O,H,H-O,,1.069077} {water-surface,broken,773,1014,surface,water,Zn,O,O-Zn,1.985351,} {water-surface,broken,893,1029,surface,water,Zn,O,O-Zn,2.057265,}"
342,set_000__step_00017150,set_000__step_00017100,3,"{water-surface,formed,293,1056,surface,water,Zn,O,O-Zn,,2.165680} {water-surface,formed,854,1048,surface,water,O,H,H-O,,1.055693} {water-surface,broken,488,1017,surface,water,Zn,O,O-Zn,2.161992,}"
343,set_000__step_00017200,set_000__step_00017150,6,"{water-surface,formed,488,1017,surface,water,Zn,O,O-Zn,,2.156236} {water-surface,formed,773,1014,surface,water,Zn,O,O-Zn,,2.010788} {water-surface,formed,893,1029,surface,water,Zn,O,O-Zn,,2.069532} {water-surface,broken,368,1011,surface,water,Zn,O,O-Zn,2.035893,} {water-surface,broken,854,1048,surface,water,O,H,H-O,1.055693,} {water-surface,broken,913,1053,surface,water,Zn,O,O-Zn,1.952860,}"
344,set_000__step_00017250,set_000__step_00017200,2,"{water-surface,formed,854,1048,surface,water,O,H,H-O,,1.238861} {water-surface,broken,119,1033,surface,water,O,H,H-O,1.151256,}"
345,set_000__step_00017300,set_000__step_00017250,4,"{water-surface,formed,214,1018,surface,water,O,H,H-O,,1.219370} {water-surface,broken,699,1036,surface,water,O,H,H-O,1.077270,} {water-surface,broken,773,1014,surface,water,Zn,O,O-Zn,1.963236,} {water-surface,broken,854,1048,surface,water,O,H,H-O,1.238861,}"
346,set_000__step_00017350,set_000__step_00017300,4,"{water-surface,formed,368,1011,surface,water,Zn,O,O-Zn,,2.072758} {water-surface,formed,793,990,surface,water,Zn,O,O-Zn,,2.052187} {water-surface,formed,913,1053,surface,water,Zn,O,O-Zn,,1.819976} {water-surface,broken,214,1018,surface,water,O,H,H-O,1.219370,}"
347,set_000__step_00017400,set_000__step_00017350,3,"{water-surface,formed,119,1033,surface,water,O,H,H-O,,1.074322} {water-surface,formed,699,1036,surface,water,O,H,H-O,,1.123933} {water-surface,formed,773,1014,surface,water,Zn,O,O-Zn,,2.159703}"
348,set_000__step_00017450,set_000__step_00017400,4,"{water-surface,formed,259,1058,surface,water,O,H,H-O,,1.022304} {water-surface,broken,168,1047,surface,water,Zn,O,O-Zn,2.185263,} {water-surface,broken,368,1011,surface,water,Zn,O,O-Zn,1.989940,} {water-surface,broken,893,1029,surface,water,Zn,O,O-Zn,2.164733,}"
349,set_000__step_00017500,set_000__step_00017450,4,"{water-surface,formed,168,1047,surface,water,Zn,O,O-Zn,,2.064598} {water-surface,formed,214,1018,surface,water,O,H,H-O,,1.099766} {water-surface,formed,893,1029,surface,water,Zn,O,O-Zn,,2.158680} {water-surface,broken,833,993,surface,water,Zn,O,O-Zn,2.010772,}"
350,set_000__step_00017550,set_000__step_00017500,1,"{water-surface,broken,773,1014,surface,water,Zn,O,O-Zn,2.144372,}"
351,set_000__step_00017600,set_000__step_00017550,3,"{water-surface,formed,368,1011,surface,water,Zn,O,O-Zn,,2.097542} {water-surface,broken,214,1018,surface,water,O,H,H-O,1.110580,} {water-surface,broken,259,1058,surface,water,O,H,H-O,1.070470,}"
352,set_000__step_00017650,set_000__step_00017600,2,"{water-surface,formed,773,1014,surface,water,Zn,O,O-Zn,,2.169609} {water-surface,formed,833,993,surface,water,Zn,O,O-Zn,,2.091176}"
353,set_000__step_00017700,set_000__step_00017650,1,"{water-surface,formed,759,992,surface,water,O,H,H-O,,1.217730}"
354,set_000__step_00017750,set_000__step_00017700,3,"{water-surface,broken,368,1011,surface,water,Zn,O,O-Zn,2.070989,} {water-surface,broken,759,992,surface,water,O,H,H-O,1.217730,} {water-surface,broken,833,993,surface,water,Zn,O,O-Zn,2.064273,}"
355,set_000__step_00017800,set_000__step_00017750,2,"{water-surface,broken,773,1014,surface,water,Zn,O,O-Zn,2.128341,} {water-surface,broken,793,990,surface,water,Zn,O,O-Zn,2.156254,}"
356,set_000__step_00017850,set_000__step_00017800,2,"{water-surface,formed,368,1011,surface,water,Zn,O,O-Zn,,2.188805} {water-surface,broken,293,1056,surface,water,Zn,O,O-Zn,2.149262,}"
357,set_000__step_00017900,set_000__step_00017850,3,"{water-surface,formed,293,1056,surface,water,Zn,O,O-Zn,,2.157685} {water-surface,formed,773,1014,surface,water,Zn,O,O-Zn,,1.968707} {water-surface,formed,793,990,surface,water,Zn,O,O-Zn,,2.198004}"
358,set_000__step_00017950,set_000__step_00017900,3,"{water-surface,formed,759,992,surface,water,O,H,H-O,,1.211464} {water-surface,formed,833,993,surface,water,Zn,O,O-Zn,,2.180543} {water-surface,broken,273,1044,surface,water,Zn,O,O-Zn,2.134069,}"
359,set_000__step_00018000,set_000__step_00017950,5,"{water-surface,formed,208,1020,surface,water,Zn,O,O-Zn,,2.092141} {water-surface,formed,259,1058,surface,water,O,H,H-O,,1.068394} {water-surface,broken,368,1011,surface,water,Zn,O,O-Zn,2.058897,} {water-surface,broken,699,1036,surface,water,O,H,H-O,1.202705,} {water-surface,broken,759,992,surface,water,O,H,H-O,1.211464,}"
360,set_000__step_00018050,set_000__step_00018000,4,"{water-surface,formed,273,1044,surface,water,Zn,O,O-Zn,,2.092908} {water-surface,formed,599,997,surface,water,O,H,H-O,,1.195086} {water-surface,formed,759,992,surface,water,O,H,H-O,,0.986971} {water-surface,broken,13,1035,surface,water,Zn,O,O-Zn,2.170576,}"
361,set_000__step_00018100,set_000__step_00018050,6,"{water-surface,formed,13,1035,surface,water,Zn,O,O-Zn,,2.068282} {water-surface,formed,368,1011,surface,water,Zn,O,O-Zn,,2.115852} {water-surface,formed,699,1036,surface,water,O,H,H-O,,1.080080} {water-surface,broken,208,1020,surface,water,Zn,O,O-Zn,2.075343,} {water-surface,broken,259,1058,surface,water,O,H,H-O,1.168369,} {water-surface,broken,833,993,surface,water,Zn,O,O-Zn,2.053317,}"
362,set_000__step_00018150,set_000__step_00018100,1,"{water-surface,formed,214,1018,surface,water,O,H,H-O,,1.218789}"
363,set_000__step_00018200,set_000__step_00018150,1,"{water-surface,formed,259,1058,surface,water,O,H,H-O,,1.088715}"
364,set_000__step_00018250,set_000__step_00018200,5,"{water-surface,formed,833,993,surface,water,Zn,O,O-Zn,,1.976340} {water-surface,broken,214,1018,surface,water,O,H,H-O,1.190150,} {water-surface,broken,273,1044,surface,water,Zn,O,O-Zn,2.194235,} {water-surface,broken,368,1011,surface,water,Zn,O,O-Zn,2.113669,} {water-surface,broken,699,1036,surface,water,O,H,H-O,0.994826,}"
365,set_000__step_00018300,set_000__step_00018250,4,"{water-surface,formed,273,1044,surface,water,Zn,O,O-Zn,,2.174347} {water-surface,formed,368,1011,surface,water,Zn,O,O-Zn,,2.171149} {water-surface,broken,259,1058,surface,water,O,H,H-O,1.209824,} {water-surface,broken,773,1014,surface,water,Zn,O,O-Zn,2.074814,}"
366,set_000__step_00018350,set_000__step_00018300,4,"{water-surface,formed,214,1018,surface,water,O,H,H-O,,1.121252} {water-surface,formed,699,1036,surface,water,O,H,H-O,,1.085958} {water-surface,broken,599,997,surface,water,O,H,H-O,1.074243,} {water-surface,broken,833,993,surface,water,Zn,O,O-Zn,2.058545,}"
367,set_000__step_00018400,set_000__step_00018350,5,"{water-surface,formed,208,1020,surface,water,Zn,O,O-Zn,,2.126006} {water-surface,formed,599,997,surface,water,O,H,H-O,,1.105597} {water-surface,formed,773,1014,surface,water,Zn,O,O-Zn,,2.125104} {water-surface,formed,833,993,surface,water,Zn,O,O-Zn,,2.170336} {water-surface,broken,119,1033,surface,water,O,H,H-O,0.975137,}"
368,set_000__step_00018450,set_000__step_00018400,2,"{water-surface,formed,119,1033,surface,water,O,H,H-O,,1.056032} {water-surface,formed,334,1012,surface,water,O,H,H-O,,1.076028}"
369,set_000__step_00018500,set_000__step_00018450,2,"{water-surface,formed,259,1058,surface,water,O,H,H-O,,1.070083} {water-surface,broken,208,1020,surface,water,Zn,O,O-Zn,2.152831,}"
370,set_000__step_00018550,set_000__step_00018500,1,"{water-surface,broken,259,1058,surface,water,O,H,H-O,1.070083,}"
371,set_000__step_00018600,set_000__step_00018550,2,"{water-surface,broken,293,1056,surface,water,Zn,O,O-Zn,1.991506,} {water-surface,broken,793,990,surface,water,Zn,O,O-Zn,2.097286,}"
372,set_000__step_00018650,set_000__step_00018600,5,"{water-surface,formed,208,1020,surface,water,Zn,O,O-Zn,,2.178340} {water-surface,formed,793,990,surface,water,Zn,O,O-Zn,,1.981610} {water-surface,formed,854,1048,surface,water,O,H,H-O,,1.207175} {water-surface,broken,334,1012,surface,water,O,H,H-O,1.135658,} {water-surface,broken,833,993,surface,water,Zn,O,O-Zn,2.187284,}"
373,set_000__step_00018700,set_000__step_00018650,1,"{water-surface,formed,833,993,surface,water,Zn,O,O-Zn,,2.118270}"
374,set_000__step_00018750,set_000__step_00018700,2,"{water-surface,formed,293,1056,surface,water,Zn,O,O-Zn,,1.969305} {water-surface,broken,368,1011,surface,water,Zn,O,O-Zn,2.024004,}"
375,set_000__step_00018800,set_000__step_00018750,3,"{water-surface,broken,119,1033,surface,water,O,H,H-O,0.962407,} {water-surface,broken,214,1018,surface,water,O,H,H-O,1.161057,} {water-surface,broken,599,997,surface,water,O,H,H-O,1.103038,}"
376,set_000__step_00018850,set_000__step_00018800,7,"{water-surface,formed,119,1033,surface,water,O,H,H-O,,1.220087} {water-surface,formed,368,1011,surface,water,Zn,O,O-Zn,,2.072527} {water-surface,broken,208,1020,surface,water,Zn,O,O-Zn,2.159346,} {water-surface,broken,273,1044,surface,water,Zn,O,O-Zn,2.104554,} {water-surface,broken,293,1056,surface,water,Zn,O,O-Zn,2.047451,} {water-surface,broken,854,1048,surface,water,O,H,H-O,1.242469,} {water-surface,broken,893,1029,surface,water,Zn,O,O-Zn,2.121068,}"
377,set_000__step_00018900,set_000__step_00018850,2,"{water-surface,formed,273,1044,surface,water,Zn,O,O-Zn,,2.135664} {water-surface,broken,488,1017,surface,water,Zn,O,O-Zn,2.065609,}"
378,set_000__step_00018950,set_000__step_00018900,3,"{water-surface,broken,119,1033,surface,water,O,H,H-O,1.165468,} {water-surface,broken,773,1014,surface,water,Zn,O,O-Zn,2.103015,} {water-surface,broken,793,990,surface,water,Zn,O,O-Zn,2.051678,}"
379,set_000__step_00019000,set_000__step_00018950,10,"{water-surface,formed,208,1020,surface,water,Zn,O,O-Zn,,2.166571} {water-surface,formed,293,1056,surface,water,Zn,O,O-Zn,,2.086642} {water-surface,formed,488,1017,surface,water,Zn,O,O-Zn,,2.050204} {water-surface,formed,599,997,surface,water,O,H,H-O,,1.188799} {water-surface,formed,773,1014,surface,water,Zn,O,O-Zn,,2.102827} {water-surface,formed,793,990,surface,water,Zn,O,O-Zn,,2.155048} {water-surface,formed,893,1029,surface,water,Zn,O,O-Zn,,2.062895} {water-surface,broken,153,1032,surface,water,Zn,O,O-Zn,2.125664,} {water-surface,broken,168,1047,surface,water,Zn,O,O-Zn,2.160444,} {water-surface,broken,368,1011,surface,water,Zn,O,O-Zn,2.178173,}"
380,set_000__step_00019050,set_000__step_00019000,5,"{water-surface,formed,214,1018,surface,water,O,H,H-O,,1.133743} {water-surface,formed,259,1058,surface,water,O,H,H-O,,1.020142} {water-surface,formed,368,1011,surface,water,Zn,O,O-Zn,,2.156371} {water-surface,broken,13,1035,surface,water,Zn,O,O-Zn,2.000409,} {water-surface,broken,599,997,surface,water,O,H,H-O,1.188799,}"
381,set_000__step_00019100,set_000__step_00019050,6,"{water-surface,formed,13,1035,surface,water,Zn,O,O-Zn,,2.198607} {water-surface,formed,153,1032,surface,water,Zn,O,O-Zn,,1.889550} {water-surface,formed,168,1047,surface,water,Zn,O,O-Zn,,2.099281} {water-surface,broken,214,1018,surface,water,O,H,H-O,1.133743,} {water-surface,broken,259,1058,surface,water,O,H,H-O,1.020142,} {water-surface,broken,893,1029,surface,water,Zn,O,O-Zn,2.108865,}"
382,set_000__step_00019150,set_000__step_00019100,4,"{water-surface,formed,119,1033,surface,water,O,H,H-O,,1.122361} {water-surface,formed,214,1018,surface,water,O,H,H-O,,1.224957} {water-surface,broken,293,1056,surface,water,Zn,O,O-Zn,2.054461,} {water-surface,broken,488,1017,surface,water,Zn,O,O-Zn,2.157495,}"
383,set_000__step_00019200,set_000__step_00019150,4,"{water-surface,formed,174,1022,surface,water,O,H,H-O,,1.225137} {water-surface,formed,488,1017,surface,water,Zn,O,O-Zn,,1.959927} {water-surface,formed,893,1029,surface,water,Zn,O,O-Zn,,2.056461} {water-surface,broken,214,1018,surface,water,O,H,H-O,1.224957,}"
384,set_000__step_00019250,set_000__step_00019200,4,"{water-surface,formed,214,1018,surface,water,O,H,H-O,,1.207222} {water-surface,formed,293,1056,surface,water,Zn,O,O-Zn,,2.058688} {water-surface,broken,13,1035,surface,water,Zn,O,O-Zn,2.016093,} {water-surface,broken,174,1022,surface,water,O,H,H-O,1.225137,}"
385,set_000__step_00019300,set_000__step_00019250,4,"{water-surface,formed,13,1035,surface,water,Zn,O,O-Zn,,2.040939} {water-surface,formed,174,1022,surface,water,O,H,H-O,,0.989492} {water-surface,broken,214,1018,surface,water,O,H,H-O,1.207222,} {water-surface,broken,273,1044,surface,water,Zn,O,O-Zn,2.108270,}"
386,set_000__step_00019350,set_000__step_00019300,4,"{water-surface,formed,259,1058,surface,water,O,H,H-O,,1.234058} {water-surface,formed,273,1044,surface,water,Zn,O,O-Zn,,2.123253} {water-surface,broken,168,1047,surface,water,Zn,O,O-Zn,2.141653,} {water-surface,broken,633,996,surface,water,Zn,O,O-Zn,2.015379,}"
387,set_000__step_00019400,set_000__step_00019350,4,"{water-surface,formed,168,1047,surface,water,Zn,O,O-Zn,,2.142285} {water-surface,broken,259,1058,surface,water,O,H,H-O,1.234058,} {water-surface,broken,368,1011,surface,water,Zn,O,O-Zn,2.099225,} {water-surface,broken,759,992,surface,water,O,H,H-O,1.140266,}"
388,set_000__step_00019450,set_000__step_00019400,5,"{water-surface,formed,214,1018,surface,water,O,H,H-O,,1.070316} {water-surface,formed,368,1011,surface,water,Zn,O,O-Zn,,2.199285} {water-surface,formed,633,996,surface,water,Zn,O,O-Zn,,2.036760} {water-surface,broken,13,1035,surface,water,Zn,O,O-Zn,2.183784,} {water-surface,broken,793,990,surface,water,Zn,O,O-Zn,2.069671,}"
389,set_000__step_00019500,set_000__step_00019450,1,"{water-surface,formed,13,1035,surface,water,Zn,O,O-Zn,,1.928979}"
390,set_000__step_00019550,set_000__step_00019500,4,"{water-surface,formed,259,1058,surface,water,O,H,H-O,,1.021704} {water-surface,formed,599,997,surface,water,O,H,H-O,,1.237665} {water-surface,broken,119,1033,surface,water,O,H,H-O,1.136141,} {water-surface,broken,153,1032,surface,water,Zn,O,O-Zn,2.122000,}"
391,set_000__step_00019600,set_000__step_00019550,5,"{water-surface,formed,153,1032,surface,water,Zn,O,O-Zn,,2.028886} {water-surface,formed,793,990,surface,water,Zn,O,O-Zn,,2.112330} {water-surface,formed,854,1048,surface,water,O,H,H-O,,1.131565} {water-surface,broken,13,1035,surface,water,Zn,O,O-Zn,1.901438,} {water-surface,broken,599,997,surface,water,O,H,H-O,1.237665,}"
